id;keyword_en;required_context_en;keyword_de;required_context_de;keyword_fr;required_context_fr;keyword_it;required_context_it
c50;colour consciousness;NA;Farbbewusstsein;NA;conscience des couleurs;NA;coscienza del colore;NA
c51;commodification of the womb;NA;Kommodifizierung des Mutterleibs;NA;marchandisation de l'utérus;NA;mercificazione dell'utero;NA
c52;communication rights;NA;Kommunikationsrechte;NA;droits de communication;NA;diritti di comunicazione;NA
c53;compulsory sterilisation;NA;obligatorische Sterilisation;NA;stérilisation obligatoire;NA;sterilizzazione obbligatoria;NA
c54;conflic violence;NA;konfliktreiche Gewalt;NA;violence en conflit;NA;violenza nei conflitti;NA
c55;conflict deaths;NA;Konflikttode;NA;morts en conflit;NA;morti in conflitto;NA
c56;consistent life ethic;NA;konsequente Lebensethik;NA;éthique de vie cohérente;NA;etica della vita coerente;NA
c57;contraceptive security;NA;Verhütungssicherheit;NA;sécurité contraceptive;NA;sicurezza contraccettiva;NA
c58;corporate corruption;NA;Korruption in Unternehmen;NA;corruption des entreprises;NA;corruzione aziendale;NA
c59;corporation;NA;Konzern;NA;entreprise;NA;corporazione;NA
c60;corporatocracy;NA;Korporatokratie;NA;corporatocratie;NA;corporatocrazia;NA
c61;corrupt behaviour;NA;korruptes Verhalten;NA;comportement corrompu;NA;comportamento corrotto;NA
c62;corrupt practises;NA;korrupte Praktiken;NA;pratiques corrompues;NA;pratiche corrotte;NA
c63;corruption;NA;Korruption;NA;corruption;NA;corruzione;NA
c64;corruption control;NA;Korruptionsbekämpfung;NA;contrôle de la corruption;NA;controllo della corruzione;NA
c65;corruption levels;NA;Korruptionsniveaus;NA;niveaux de corruption;NA;livelli di corruzione;NA
c66;crime;NA;Kriminalität;NA;criminalité;NA;crimine;NA
c67;criminal networks;NA;kriminelle Netzwerke;NA;réseaux crimin crimin crimin pour la corruption;NA;reti criminali;NA
c68;criminal organisations;NA;kriminelle Organisationen;NA;organisation crimin crimin crimin crimin crimin crimin crimin crimin crimin crimin;NA;organizzazioni criminali;NA
c69;criminality;NA;Kriminalität;NA;criminalité;NA;criminalità;NA
c70;cultural rights;NA;kulturelle Rechte;NA;droits culturels;NA;diritti culturali;NA
c71;deaf rights movement;NA;Gehörlosenrechtsbewegung;NA;mouvement des droits des sourds;NA;movimento per i diritti dei sordi;NA
c72;death penalty for homosexuality;NA;Todesstrafe für Homosexualität;NA;peine de mort pour homosexualité;NA;pena di morte per omosessualità;NA
c73;decision-making;NA;Entscheidungen fällen;NA;prise de décision;NA;processo decisionale;NA
c74;decisionmaking;NA;Entscheidungen fällen;NA;prise de décision;NA;processo decisionale;NA
c75;deliberative democracy;NA;deliberative Demokratie;NA;démocratie délibérative;NA;democrazia deliberativa;NA
c76;democratic governance;NA;demokratische Regierung;NA;gouvernance démocratique;NA;governance democratica;NA
c77;device neutrality;NA;Gerätenneutralität;NA;neutralité des appareils;NA;neutralità dei dispositivi;NA
c78;digital rights;NA;digitale Rechte;NA;droits numériques;NA;diritti digitali;NA
c79;disability justice;NA;Behindertengerechtigkeit;NA;justice pour les personnes handicapées;NA;giustizia della disabilità;NA
c80;disability studies in education;NA;Behindertenstudien in der Bildung;NA;études sur le handicap dans l'éducation;NA;studi sulla disabilità nell'educazione;NA
c81;discrimination against drug addicts;NA;Diskriminierung von Drogenabhängigen;NA;discrimination à l'égard des toxicomanes;NA;discriminazione contro i tossicodipendenti;NA
c82;discrimination against people with hiv/aids;NA;Diskriminierung von Menschen mit HIV / AIDS;NA;discrimination à l'encontre des personnes atteintes du vih/sida;NA;discriminazione contro le persone con hiv/aids;NA
c83;discrimination based on hair texture;NA;Diskriminierung aufgrund der Haartextur;NA;discrimination fondée sur la texture des cheveux;NA;discriminazione basata sulla struttura dei capelli;NA
c84;discrimination in education;NA;Diskriminierung in der Bildung;NA;discrimination dans l'éducation;NA;discriminazione nell'educazione;NA
c85;discriminatory law;NA;diskriminierendes Recht;NA;loi discriminatoire;NA;legge discriminatoria;NA
c86;diversity training;NA;Diversity-Training;NA;formation à la diversité;NA;formazione sulla diversità;NA
c87;double standard;NA;Doppelmoral;NA;double standard;NA;doppio standard;NA
c88;economic discrimination;NA;wirtschaftliche Diskriminierung;NA;discrimination économique;NA;discriminazione economica;NA
c89;educational inequality;NA;Bildungsungleichheit;NA;inégalité éducative;NA;disuguaglianza educativa;NA
c90;effective governance;NA;effektive Governance;NA;gouvernance efficace;NA;governo efficace;NA
c91;effective institution;NA;effektive Institution;NA;institution efficace;NA;istituzione efficace;NA
c92;effective organisation;NA;effektive Organisation;NA;organisation efficace;NA;organizzazione efficace;NA
c93;egalitarianism;NA;Egalitarismus;NA;égalitarisme;NA;egualitarismo;NA
c94;elder rights;NA;ältere Rechte;NA;droits des aînés;NA;diritti degli anziani;NA
c95;election monitoring;NA;Wahlüberwachung;NA;surveillance d'élections;NA;monitoraggio delle elezioni;NA
c96;election petition;NA;Wahlantrag;NA;pétition électorale;NA;petizione elettorale;NA
c97;election security;NA;Wahlsicherheit;NA;sécurité électorale;NA;sicurezza elettorale;NA
c98;electoral fraud;NA;Wahlbetrug;NA;fraude électorale;NA;frode elettorale;NA
c99;electoral integrity;NA;Wahlintegrität;NA;intégrité électorale;NA;integrità elettorale;NA
c100;elitism;NA;Elitismus;NA;élitisme;NA;elitismo;NA
c101;employment discrimination;NA;Diskriminierung am Arbeitsplatz;NA;discrimination à l'embauche;NA;discriminazione sul lavoro;NA
c102;enforced disappearance;NA;Verschwindenlassen;NA;disparition forcée;NA;sparizione forzata;NA
c103;environmental governance;NA;Umweltgovernance;NA;gouvernance environnementale;NA;governance ambientale;NA
c104;environmental management;NA;Umweltmanagement;NA;gestion de l'environnement;NA;gestione ambientale;NA
c105;equal employment opportunity;NA;Gleiche Einstellungsmöglichkeit;NA;égalité des chances en matière d'emploi;NA;pari opportunità di lavoro;NA
c106;equal opportunity;NA;Chancengleichheit;NA;l'égalité des chances;NA;pari opportunità;NA
c107;equal pay for equal work;NA;gleiches Entgelt für gleiche Arbeit;NA;égalité de rémunération pour un travail égal;NA;pari retribuzione per pari lavoro;NA
c108;equality;NA;Gleichberechtigung;NA;égalité;NA;uguaglianza;NA
c109;equality of outcome;NA;Gleichheit der Ergebnisse;NA;égalité de résultat;NA;uguaglianza di risultato;NA
c110;ethnic penalty;NA;ethnische Strafe;NA;pénalité ethnique;NA;pena etnica;NA
c111;female genital mutilation;NA;weibliche Genitalverstümmelung;NA;mutilation génitale féminine;NA;mutilazione genitale femminile;NA
c112;feminism;NA;Feminismus;NA;féminisme;NA;femminismo;NA
c113;flow of arms;NA;Waffenfluss;NA;flux d'armes;NA;flusso di armi;NA
c114;forest governance;NA;Forstverwaltung;NA;gouvernance forestière;NA;governo della foresta;NA
c115;free migration;NA;freie Migration;NA;libre migration;NA;libera migrazione;NA
c116;free speech fights;NA;Redefreiheit Kämpfe;NA;lutte pour la liberté d'expression;NA;lotte per la libertà di parola;NA
c117;free speech zone;NA;Redefreiheit Zone;NA;zone de liberté d'expression;NA;zona di libertà di parola;NA
c118;freedom from discrimination;NA;Freiheit von Diskriminierung;NA;liberté de discrimination;NA;libertà dalla discriminazione;NA
c119;freedom from fear;NA;Freiheit von Angst;NA;liberté de la peur;NA;libertà dalla paura;NA
c120;freedom of assembly;NA;Versammlungsfreiheit;NA;liberté de réunion;NA;libertà di assemblea;NA
c121;freedom of association;NA;Vereinigungsfreiheit;NA;liberté d'association;NA;libertà di associazione;NA
c122;freedom of education;NA;Bildungsfreiheit;NA;liberté d'éducation;NA;libertà di educazione;NA
c123;freedom of movement;NA;Bewegungsfreiheit;NA;liberté de circulation;NA;libertà di movimento;NA
c124;freedom of religion;NA;Religionsfreiheit;NA;liberté de religion;NA;libertà di religione;NA
c125;freedom of speech;NA;Redefreiheit;NA;liberté d'expression;NA;libertà di parola;NA
c126;freedom of thought;NA;Gedankenfreiheit;NA;liberté de pensée;NA;libertà di pensiero;NA
c127;freedoms;NA;Freiheiten;NA;libertés;NA;libertà;NA
c128;fundamental rights;NA;Grundrechte;NA;droits fondamentaux;NA;diritti fondamentali;NA
c129;gandhian;NA;Gandhi;NA;gandhian;NA;gandhiano;NA
c130;gangs;NA;Banden;NA;gangs;NA;bande;NA
c131;gay-friendly;NA;Schwulenfreundlich;NA;gay-friendly;NA;gay-friendly;NA
c132;gender development;NA;Geschlechterentwicklung;NA;développement du genre;NA;sviluppo di genere;NA
c133;gender equality;NA;Geschlechtergleichheit;NA;égalité des sexes;NA;uguaglianza di genere;NA
c134;gender expression;NA;Geschlechtsausdruck;NA;expression de genre;NA;espressione di genere;NA
c135;genocide;NA;Völkermord;NA;génocide;NA;genocidio;NA
c136;gerrymandering;NA;Gerrymandering;NA;gerrymandering;NA;gerrymandering;NA
c137;global governance;NA;Global Governance;NA;gouvernance mondiale;NA;governance globale;NA
c138;good governance;NA;Gute Führung;NA;bonne gouvernance;NA;buon governo;NA
c139;government corruption;NA;Korruption in der Regierung;NA;corruption du gouvernement;NA;corruzione del governo;NA
c140;guarantees;NA;Garantien;NA;garanties;NA;garanzie;NA
c141;habeas corpus;NA;Habeas Corpus;NA;habeas corpus;NA;habeas corpus;NA
c142;hatred;NA;Hass;NA;haine;NA;odio;NA
c143;hispanophobia;NA;Hispanophobie;NA;hispanophobie;NA;ispanofobia;NA
c144;homicide;NA;Mord;NA;homicide;NA;omicidio;NA
c145;homicides;NA;Morde;NA;homicides;NA;omicidi;NA
c146;homophobic propaganda;NA;homophobe Propaganda;NA;propagande homophobe;NA;propaganda omofoba;NA
c147;hostage;NA;Geisel;NA;otage;NA;ostaggio;NA
c148;hostile work environment;NA;Feindliche Arbeitsumgebung;NA;environnement de travail hostile;NA;ambiente di lavoro ostile;NA
c149;human abuse;NA;menschlicher Missbrauch;NA;abus humain;NA;abuso umano;NA
c150;human exploitation;NA;menschliche Ausbeutung;NA;exploitation humaine;NA;sfruttamento umano;NA
c151;human right;NA;Menschenrecht;NA;droit de l'homme;NA;diritto umano;NA
c152;humanism;NA;Humanismus;NA;humanisme;NA;umanesimo;NA
c153;identity politics;NA;Identitätspolitik;NA;politique de l'identité;NA;politica dell'identità;NA
c154;ideological repression;NA;ideologische Unterdrückung;NA;répression idéologique;NA;repressione ideologica;NA
c155;ill-treatment;NA;Misshandlung;NA;mauvais traitements;NA;maltrattamento;NA
c156;illegal arms;NA;illegale Waffen;NA;armes illégales;NA;armi illegali;NA
c157;illicit finance;NA;illegale Finanzierung;NA;finance illicite;NA;finanza illecita;NA
c158;illicit financial flows;NA;illegale Finanzströme;NA;flux financiers illicites;NA;flussi finanziari illeciti;NA
c159;illusion of inclusion;NA;Illusion der Inklusion;NA;illusion d'inclusion;NA;illusione di inclusione;NA
c160;impunity;NA;Straflosigkeit;NA;impunité;NA;impunità;NA
c161;inclusive;NA;inklusive;NA;inclusif;NA;inclusivo;NA
c162;inclusive development;NA;inklusive Entwicklung;NA;développement inclusif;NA;sviluppo inclusivo;NA
c163;independent living;NA;unabhängiges Leben;NA;vie indépendante;NA;vita indipendente;NA
c164;indigenous rights;NA;Rechte der Ureinwohner;NA;droits autochtones;NA;diritti indigeni;NA
c165;insider trading;NA;Insiderhandel;NA;délit d'initié;NA;insider trading;NA
c166;intellectual freedom;NA;geistige Freiheit;NA;liberté intellectuelle;NA;libertà intellettuale;NA
c167;internally displaced;NA;Binnenvertriebene;NA;déplacées à l'intérieur;NA;sfollati interni;NA
c168;justice for all;NA;Gerechtigkeit für alle;NA;justice pour tous;NA;giustizia per tutti;NA
c169;kidnapping;NA;Entführung;NA;enlèvement;NA;rapimento;NA
c170;kidnappings;NA;Entführungen;NA;enlèvements;NA;rapimenti;NA
c171;kleptocracy;NA;Kleptokratie;NA;kleptocratie;NA;cleptocrazia;NA
c172;labour rights;NA;Arbeitsrechte;NA;droits du travail;NA;diritti del lavoro;NA
c173;legal identity;NA;rechtliche Identität;NA;identité légale;NA;identità legale;NA
c174;linguistic rights;NA;Sprachrechte;NA;droits linguistiques;NA;diritti linguistici;NA
c175;local governance;NA;lokale Governance;NA;gouvernance locale;NA;governo locale;NA
c176;lynching;NA;Lynchen;NA;lynchage;NA;linciaggio;NA
c177;mafia;NA;Mafia;NA;mafia;NA;mafia;NA
c178;market abuse;NA;Marktmissbrauch;NA;abus de marché;NA;abuso di mercato;NA
c179;martyrdom;NA;Martyrium;NA;martyre;NA;martirio;NA
c180;mass surveillance;NA;Massenüberwachung;NA;surveillance de masse;NA;sorveglianza di massa;NA
c181;media independence;NA;Medienunabhängigkeit;NA;indépendance des médias;NA;indipendenza dei media;NA
c182;media pluralism;NA;Medienpluralismus;NA;pluralisme des médias;NA;pluralismo dei media;NA
c183;medical neutrality;NA;medizinische Neutralität;NA;neutralité médicale;NA;neutralità medica;NA
c184;menace;NA;Bedrohung;NA;menace;NA;minaccia;NA
c185;militarization of police;NA;Militarisierung der Polizei;NA;militarisation de la police;NA;militarizzazione della polizia;NA
c186;minoritized language;NA;Minderheitensprache;NA;langue minoritaire;NA;linguaggio minoritario;NA
c187;mobbing;NA;Mobbing;NA;mobbing;NA;mobbing;NA
c188;money laundering;NA;Geldwäsche;NA;blanchiment d'argent;NA;riciclaggio di denaro;NA
c189;moral exclusion;NA;moralischer Ausschluss;NA;exclusion morale;NA;esclusione morale;NA
c190;mortgage discrimination;NA;Hypothekendiskriminierung;NA;discrimination hypothécaire;NA;discriminazione ipotecaria;NA
c191;national equality standard;NA;nationaler Gleichstellungsstandard;NA;norme nationale d'égalité;NA;standard di uguaglianza nazionale;NA
c192;natural resource management;NA;Management natürlicher Ressourcen;NA;gestion des ressources naturelles;NA;gestione delle risorse naturali;NA
c193;neopatrimonialism;NA;Neopatrimonialismus;NA;néopatrimonialisme;NA;neopatrimonialismo;NA
c194;nepotism;NA;Vetternwirtschaft;NA;népotisme;NA;nepotismo;NA
c195;non-discrimination;NA;Nichtdiskriminierung;NA;non-discrimination;NA;non discriminazione;NA
c196;non-violence;NA;Gewaltlosigkeit;NA;non-violence;NA;non violenza;NA
c197;odious debt;NA;abscheuliche Schulden;NA;dette odieuse;NA;debito odioso;NA
c198;pacifism;NA;Pazifismus;NA;pacifisme;NA;pacifismo;NA
c199;participative;NA;partizipativ;NA;participatif;NA;partecipativo;NA
c200;participatory governance;NA;partizipative Governance;NA;gouvernance participative;NA;governance partecipativa;NA
c201;paternal rights;NA;väterliche Rechte;NA;droits paternels;NA;diritti paterni;NA
c202;peace;NA;Frieden;NA;paix;NA;pace;NA
c203;peaceful societies;NA;friedliche Gesellschaften;NA;sociétés pacifiques;NA;società pacifiche;NA
c204;perceived corruption;NA;wahrgenommene Korruption;NA;corruption perçue;NA;corruzione percepita;NA
c205;petty corruption;NA;geringfügige Korruption;NA;petite corruption;NA;piccola corruzione;NA
c206;pogrom;NA;Pogrom;NA;pogrom;NA;pogrom;NA
c207;police accountability;NA;Rechenschaftspflicht der Polizei;NA;responsabilité de la police;NA;responsabilità della polizia;NA
c208;police corruption;NA;Korruption der Polizei;NA;corruption de la police;NA;corruzione della polizia;NA
c209;policy-making;NA;Politikgestaltung;NA;élaboration des politiques;NA;politica;NA
c210;political corruption;NA;politische Korruption;NA;corruption politique;NA;corruzione politica;NA
c211;political freedom;NA;politische Freiheit;NA;liberté politique;NA;libertà politica;NA
c212;political rights;NA;politische Rechte;NA;droits politiques;NA;diritti politici;NA
c213;presumption of guilt;NA;Schuldvermutung;NA;présomption de culpabilité;NA;presunzione di colpevolezza;NA
c214;presumption of innocence;NA;Unschuldsvermutung;NA;présomption d'innocence;NA;presunzione di innocenza;NA
c215;prevent violence;NA;Gewalt verhindern;NA;prévention de la violence;NA;prevenire la violenza;NA
c216;preventive detention;NA;vorbeugende Inhaftierung;NA;détention préventive;NA;detenzione preventiva;NA
c217;prisoners' rights;NA;Rechte der Gefangenen;NA;droits des prisonniers;NA;diritti dei prigionieri;NA
c218;privacy policy;NA;Datenschutz-Bestimmungen;NA;politique de confidentialité;NA;politica della privacy;NA
c219;proactive policing;NA;proaktive Polizeiarbeit;NA;police proactive;NA;polizia proattiva;NA
c220;public corruption;NA;öffentliche Korruption;NA;corruption publique;NA;corruzione pubblica;NA
c221;publication ban;NA;Veröffentlichungsverbot;NA;interdiction de publication;NA;divieto di pubblicazione;NA
c222;racial discrimination;NA;Rassendiskriminierung;NA;discrimination raciale;NA;discriminazione razziale;NA
c223;racial politics;NA;Rassenpolitik;NA;politique raciale;NA;politica razziale;NA
c224;racial quota;NA;Rassenquote;NA;quota racial;NA;quota razziale;NA
c225;racism;NA;Rassismus;NA;racisme;NA;razzismo;NA
c226;rape;NA;vergewaltigen;NA;viol;NA;stupro;NA
c227;religious freedom;NA;Religionsfreiheit;NA;liberté de religion;NA;libertà religiosa;NA
c228;reproductive coercion;NA;reproduktiver Zwang;NA;co co coercition reproductive;NA;coercizione riproduttiva;NA
c229;reproductive rights;NA;reproduktive Rechte;NA;droits reproductifs;NA;diritti riproduttivi;NA
c230;reverse discrimination;NA;umgekehrte Diskriminierung;NA;discrimination à rebours;NA;discriminazione inversa;NA
c231;right of asylum;NA;Asylrecht;NA;droit d'asile;NA;diritto d'asilo;NA
c232;right of return;NA;Rückgaberecht;NA;droit de retour;NA;diritto di ritorno;NA
c233;right of self-defence;NA;Recht auf Selbstverteidigung;NA;droit à l'autodéfense;NA;diritto all'autodifesa;NA
c234;right to an adequate standard of living;NA;Recht auf einen angemessenen Lebensstandard;NA;droit à un niveau de vie suffisant;NA;diritto a un adeguato standard di vita;NA
c235;right to be forgotten;NA;Recht, vergessen zu werden;NA;droit à l'oubli;NA;diritto all'oblio;NA
c236;right to be heard;NA;Recht gehört zu werden;NA;droit d'être entendu;NA;diritto ad essere ascoltato;NA
c237;right to clothing;NA;Recht auf Kleidung;NA;droit à l'habillement;NA;diritto all'abbigliamento;NA
c238;right to die;NA;Recht zu sterben;NA;droit de mourir;NA;diritto a morire;NA
c239;right to disconnect;NA;Recht zum Trennen;NA;droit à la déconnexion;NA;diritto a disconnettersi;NA
c240;right to education;NA;Recht auf Bildung;NA;droit à l'éducation;NA;diritto all'istruzione;NA
c241;right to equal protection;NA;Recht auf gleichen Schutz;NA;droit à l'égalité de protection;NA;diritto all'uguaglianza di protezione;NA
c242;right to explanation;NA;Recht auf Erklärung;NA;droit à l'explication;NA;diritto alla spiegazione;NA
c243;right to family life;NA;Recht auf Familienleben;NA;droit à la vie familiale;NA;diritto alla vita familiare;NA
c244;right to food;NA;Recht auf Essen;NA;droit à l'alimentation;NA;diritto al cibo;NA
c245;right to health;NA;Recht auf Gesundheit;NA;droit à la santé;NA;diritto alla salute;NA
c246;right to homeland;NA;Recht auf Heimat;NA;droit à la patrie;NA;diritto alla patria;NA
c247;right to housing;NA;Recht auf Wohnen;NA;droit au logement;NA;diritto all'alloggio;NA
c248;right to internet access;NA;Recht auf Internetzugang;NA;droit à l'accès à l'internet;NA;diritto all'accesso a Internet;NA
c249;right to personal identity;NA;Recht auf persönliche Identität;NA;droit à l'identité personnelle;NA;diritto all'identità personale;NA
c250;right to petition;NA;Petitionsrecht;NA;droit de pétition;NA;diritto alla petizione;NA
c251;right to privacy;NA;Recht auf Privatsphäre;NA;droit à la vie privée;NA;diritto alla privacy;NA
c252;right to property;NA;Eigentumsrecht;NA;droit à la propriété;NA;diritto alla proprietà;NA
c253;right to protest;NA;Recht zu protestieren;NA;droit de manifester;NA;diritto alla protesta;NA
c254;right to science and culture;NA;Recht auf Wissenschaft und Kultur;NA;droit à la science et à la culture;NA;diritto alla scienza e alla cultura;NA
c255;right to social security;NA;Recht auf soziale Sicherheit;NA;droit à la sécurité sociale;NA;diritto alla sicurezza sociale;NA
c256;right to work;NA;Recht zu arbeiten;NA;droit au travail;NA;diritto al lavoro;NA
c257;safety of journalists;NA;Sicherheit von Journalisten;NA;sécurité des journalistes;NA;sicurezza dei giornalisti;NA
c258;second-class citizen;NA;Bürger zweiter Klasse;NA;citoyen de seconde zone;NA;cittadino di seconda classe;NA
c259;separation of investment and retail banking;NA;Trennung von Investment- und Privatkundengeschäft;NA;séparation de la banque d'investissement et de la banque de détail;NA;separazione tra investimento e banca al dettaglio;NA
c260;sexism;NA;Sexismus;NA;sexisme;NA;sessismo;NA
c261;sexual harassment;NA;sexuelle Belästigung;NA;harcèlement sexuel;NA;molestie sessuali;NA
c262;shadow economy;NA;Schattenwirtschaft;NA;économie souterraine;NA;economia sommersa;NA
c263;sinophobia;NA;Sinophobie;NA;sinophobie;NA;sinofobia;NA
c264;slavery;NA;Sklaverei;NA;esclavage;NA;schiavitù;NA
c265;social distance;NA;Soziale Distanz;NA;distance sociale;NA;distanza sociale;NA
c266;social model of disability;NA;Sozialmodell der Behinderung;NA;modèle social du handicap;NA;modello sociale di disabilità;NA
c267;social privilege;NA;soziales Privileg;NA;privilège social;NA;privilegio sociale;NA
c268;social protection floor;NA;Sozialschutzboden;NA;protection sociale;NA;piano di protezione sociale;NA
c269;stolen assets;NA;gestohlenes Vermögen;NA;vol de biens;NA;beni rubati;NA
c270;sustainable develpment;NA;nachhaltige Entwicklung;NA;développement durable;NA;sviluppo sostenibile;NA
c271;systemic corruption;NA;systemische Korruption;NA;corruption systémique;NA;corruzione sistematica;NA
c272;targeted surveillance;NA;gezielte Überwachung;NA;surveillance ciblée;NA;sorveglianza mirata;NA
c273;terrorism;NA;Terrorismus;NA;terrorisme;NA;terrorismo;NA
c274;torture;NA;Folter;NA;torture;NA;tortura;NA
c275;trafficking;NA;Handel;NA;trafic;NA;traffico di esseri umani;NA
c276;transparency institution;NA;Transparenz Institution;NA;institution de transparence;NA;istituzione della trasparenza;NA
c277;transparency organisation;NA;Transparenzorganisation;NA;organisation de la transparence;NA;organizzazione della trasparenza;NA
c278;transparent institution;NA;transparente Institution;NA;institution transparente;NA;istituzione trasparente;NA
c279;transparent organisation;NA;transparente Organisation;NA;organisation transparente;NA;organizzazione trasparente;NA
c280;unconscious bias training;NA;unbewusstes Voreingenommenheitstraining;NA;formation sur les préjugés inconscients;NA;formazione sui pregiudizi inconsci;NA
c281;undeclared work;NA;nicht angemeldete Arbeit;NA;travail non déclaré;NA;lavoro nero;NA
c282;universal access to education;NA;universeller Zugang zu Bildung;NA;accès universel à l'éducation;NA;accesso universale all'istruzione;NA
c283;universal jurisdiction;NA;universelle Gerichtsbarkeit;NA;juridiction universelle;NA;giurisdizione universale;NA
c284;universal manhood suffrage;NA;allgemeines Wahlrecht für Männer;NA;suffrage universel masculin;NA;suffragio universale maschile;NA
c285;universal suffrage;NA;allgemeines Wahlrecht;NA;suffrage universel;NA;suffragio universale;NA
c286;urban governance;NA;Stadtverwaltung;NA;gouvernance urbaine;NA;governo urbano;NA
c287;victims of violence;NA;Opfer von Gewalt;NA;victimes de violence;NA;vittime della violenza;NA
c288;victims' rights;NA;Opferrechte;NA;droits des victimes;NA;diritti delle vittime;NA
c289;violence against children;NA;Gewalt gegen Kinder;NA;violence à l'encontre d'enfants;NA;violenza contro i bambini;NA
c290;voter suppression;NA;Wählerunterdrückung;NA;suppression des électeurs;NA;soppressione degli elettori;NA
c291;war profiteering;NA;Kriegsgewinn;NA;profit de la guerre;NA;profitto di guerra;NA
