c28;bodies of water;NA;gewässer;NA;plans d'eau;NA;corpi idrici;NA
c29;bog pond;NA;Moorteich;NA;étang de tourbière;NA;stagno di palude;NA
c30;boiler feedwater treatment;NA;Kesselspeisewasseraufbereitung;NA;traitement des eaux d'alimentation des chaudières;NA;trattamento dell'acqua di alimentazione della caldaia;NA
c31;bosque;NA;Moor;NA;bosque;NA;boschetto;NA
c32;bottled water;NA;Wasser in Flaschen;NA;eau en bouteille;NA;acqua in bottiglia;NA
c33;bucket toilet;NA;Eimertoilette;NA;toilette à seau;NA;toilette a secchiello;NA
c34;buffer strip;NA;Pufferstreifen;NA;bande tampon;NA;striscia tampone;NA
c35;cadmium poisoning;NA;Cadmium-Vergiftung;NA;empoisonnement au cadmium;NA;avvelenamento da cadmio;NA
c36;canned water;NA;Wasser in Dosen;NA;eau en boîte;NA;acqua in scatola;NA
c37;capacitive deionization;NA;kapazitive Entionisierung;NA;déionisation capacitive;NA;deionizzazione capacitiva;NA
c38;capillary fringe;NA;Kapillarsaum;NA;frange capillaire;NA;frangia capillare;NA
c39;catchwater;NA;Auffangwasser;NA;eau de captage;NA;acqua di cattura;NA
c40;ceramic water philtre;NA;keramischer Wasseraufbereiter;NA;philtre d'eau céramique;NA;filtro dell'acqua in ceramica;NA
c41;cesspit;NA;Klärgrube;NA;fosse d'aisance;NA;pozzo nero;NA
c42;chemical addition wastewater treatment;NA;Chemischer Zusatz Abwasserreinigung;NA;addition chimique traitement des eaux usées;NA;aggiunta chimica trattamento delle acque reflue;NA
c43;chemical fouling inhibitor;NA;chemischer Bewuchshemmer;NA;inhibiteur d'encrassement chimique;NA;inibitore chimico di fouling;NA
c44;chemical phosphorus removal;NA;Chemische Phosphorbehandlung;NA;élimination chimique du phosphore;NA;rimozione chimica del fosforo;NA
c45;chemical toilet;NA;Chemische Toilette;NA;toilettes chimiques;NA;toilette chimica;NA
c46;chloramination;NA;Chlorierung;NA;chloramination;NA;cloraminazione;NA
c47;clarifying agent;NA;Klärmittel;NA;agent clarifiant;NA;agente chiarificatore;NA
c48;clean water;NA;sauberes Wasser;NA;eau propre;NA;acqua pulita;NA
c49;coliform bacteria;NA;coliforme Bakterien;NA;bactéries coliformes;NA;batteri coliformi;NA
c50;coliform index;NA;Coliform-Index;NA;indice de coliformes;NA;indice coliforme;NA
c51;coloured dissolved organic matter;NA;farbige gelöste organische Stoffe;NA;matière organique dissoute colorée;NA;materia organica dissolta colorata;NA
c52;combined sewer;NA;Mischwasserkanalisation;NA;égout unitaire;NA;fogna combinata;NA
c53;composting toilet;NA;Komposttoilette;NA;toilettes à compostage;NA;toilette a compostaggio;NA
c54;concentrated solar still;NA;konzentrierte Solaranlage;NA;alambic solaire concentré;NA;alambicco solare concentrato;NA
c55;container-based sanitation;NA;Abwasserentsorgung in Containern;NA;assainissement par conteneurs;NA;servizi igienici basati su contenitori;NA
c56;contaminated groundwater;NA;kontaminiertes Grundwasser;NA;eau souterraine contaminée;NA;acqua di falda contaminata;NA
c57;contaminated water;NA;verunreinigtes Wasser;NA;eau contaminée;NA;acqua contaminata;NA
c58;copper zinc water filtration;NA;Kupfer-Zink-Wasserfiltration;NA;filtration d'eau cuivre zinc;NA;filtrazione dell'acqua in rame e zinco;NA
c59;cross-flow filtration;NA;Querstromfiltration;NA;filtration à courant transversal;NA;filtrazione a flusso incrociato;NA
c60;crude oil washing;NA;Rohöl-Wäsche;NA;lavage du pétrole brut;NA;lavaggio del petrolio greggio;NA
c61;cyanide fishing;NA;Zyanid-Fischerei;NA;pêche au cyanure;NA;pesca del cianuro;NA
c62;dealkalization of water;NA;Entkalkung von Wasser;NA;désalcalinisation de l'eau;NA;decalcificazione dell'acqua;NA
c63;decanter centrifuge;NA;Dekanter-Zentrifuge;NA;centrifugeuse décanteuse;NA;centrifuga decanter;NA
c64;decentralised wastewater system;NA;Dezentrales Abwassersystem;NA;système d'assainissement décentralisé;NA;sistema di acque reflue decentralizzato;NA
c65;defluoridation;NA;Entfluoridierung;NA;défluorisation;NA;defluorizzazione;NA
c66;desalinating;NA;Entsalzung;NA;dessalement;NA;desalinizzazione;NA
c67;desalination;NA;Entsalzung;NA;dessalement;NA;desalinizzazione;NA
c68;desert riparian;NA;Wüstenanrainer;NA;désert riverain;NA;deserto ripariale;NA
c69;detention basin;NA;Rückhaltebecken;NA;bassin de rétention;NA;bacino di detenzione;NA
c70;dew pond;NA;Tauteich;NA;bassin de rosée;NA;stagno di rugiada;NA
c71;dignified mobile toilet;NA;gediegene mobile Toilette;NA;toilettes mobiles dignes;NA;toilette mobile dignitosa;NA
c72;distilled water;NA;destilliertes Wasser;NA;eau distillée;NA;acqua distillata;NA
c73;domestic sewage;NA;häusliche Abwässer;NA;eaux usées domestiques;NA;acque reflue domestiche;NA
c74;domestic wastewater;NA;häusliche Abwässer;NA;eaux usées domestiques;NA;acque reflue domestiche;NA
c75;drinkable water;NA;trinkbares Wasser;NA;eau potable;NA;acqua potabile;NA
c76;drinking fountain;NA;Trinkbrunnen;NA;fontaine à boire;NA;fontana potabile;NA
c77;drinking water;NA;Trinkwasser;NA;eau potable;NA;acqua potabile;NA
c78;drinking water quality standard;NA;Trinkwasserqualitätsnorm;NA;norme de qualité de l'eau potable;NA;standard di qualità dell'acqua potabile;NA
c79;drought;NA;Dürre;NA;sécheresse;NA;siccità;NA
c80;drought refuge;NA;Zuflucht bei Trockenheit;NA;refuge contre la sécheresse;NA;siccità rifugio;NA
c81;dry toilet;NA;Trockentoilette;NA;toilettes sèches;NA;toilette a secco;NA
c82;ductile iron pipe;NA;duktiles Eisenrohr;NA;tuyau en fonte ductile;NA;tubo di ferro duttile;NA
c83;dune water;NA;Dünenwasser;NA;eau de dune;NA;duna acqua;NA
c84;duplex strainer;NA;Duplex-Sieb;NA;crépine duplex;NA;filtro duplex;NA
c85;dye wastewater;NA;Farbstoff-Abwasser;NA;eau usée colorée;NA;tintura delle acque reflue;NA
c86;electrodeionization;NA;Elektrodeionisation;NA;électrodéionisation;NA;elettrodeionizzazione;NA
c87;electrodialysis;NA;Elektrodialyse;NA;électrodialyse;NA;elettrodialisi;NA
c88;environmental effects of laundry wastewater;NA;Umweltauswirkungen von Wäscheabwässern;NA;effets environnementaux des eaux usées de blanchisserie;NA;effetti ambientali delle acque reflue di lavanderia;NA
c89;environmental impact of pharmaceuticals and personal care products;NA;Umweltauswirkungen von Arzneimitteln und Körperpflegeprodukten;NA;impact environnemental des produits pharmaceutiques et des produits de soins personnels;NA;impatto ambientale dei prodotti farmaceutici e di cura personale;NA
c90;erosion control;NA;Erosionsschutz;NA;contrôle de l'érosion;NA;controllo dell'erosione;NA
c91;euxinia;NA;Euxinia;NA;euxinia;NA;euxinia;NA
c92;faecal coliform;NA;Fäkalcoliforme;NA;coliformes fécaux;NA;coliformi fecali;NA
c93;faecal sludge management;NA;Management von Fäkalschlämmen;NA;gestion des boues fécales;NA;gestione dei fanghi fecali;NA
c94;flocculation;NA;Ausflockung;NA;floculation;NA;flocculazione;NA
c95;flood-meadow;NA;Aue;NA;prairie inondable;NA;prato alluvionale;NA
c96;floodplain;NA;Aue;NA;plaine d'inondation;NA;pianura alluvionale;NA
c97;fluvial terrace;NA;Schwemmlandterrasse;NA;terrasse fluviale;NA;terrazza fluviale;NA
c98;flying toilet;NA;fliegende Toilette;NA;toilettes volantes;NA;toilette volante;NA
c99;fog collection;NA;Nebelsammlung;NA;collecte de brouillard;NA;raccolta della nebbia;NA
c100;fog collector;NA;Nebelsammler;NA;collecteur de brouillard;NA;collettore di nebbia;NA
c101;forward osmosis;NA;Vorwärtsosmose;NA;osmose directe;NA;osmosi in avanti;NA
c102;fresh groundwater;NA;frisches Grundwasser;NA;eau douce souterraine;NA;acqua freatica fresca;NA
c103;fresh water;NA;Süßwasser;NA;eau douce;NA;acqua dolce;NA
c104;freshwater;NA;Süßwasser;NA;eau douce;NA;acqua dolce;NA
c105;freshwater acidification;NA;Versauerung von Süßwasser;NA;acidification de l'eau douce;NA;acidificazione dell'acqua dolce;NA
c106;freshwater ecosystem;NA;Süßwasser-Ökosystem;NA;écosystème d'eau douce;NA;ecosistema d'acqua dolce;NA
c107;freshwater management;NA;Süßwasserbewirtschaftung;NA;gestion de l'eau douce;NA;gestione dell'acqua dolce;NA
c108;freshwater resources;NA;Süßwasserressourcen;NA;ressources en eau douce;NA;risorse d'acqua dolce;NA
c109;freshwater scarcity;NA;Süßwasserknappheit;NA;pénurie d'eau douce;NA;scarsità d'acqua dolce;NA
c110;gallery forest;NA;Galerie Wald;NA;forêt galerie;NA;galleria foresta;NA
c111;greenpeace arctic sunrise ship case;NA;Greenpeace Arctic Sunrise Schiffskoffer;NA;greenpeace arctic sunrise ship case;NA;greenpeace arctic sunrise caso nave;NA
c112;greywater;NA;Grauwasser;NA;eaux grises;NA;acque grigie;NA
c113;groundwater discharge;NA;Grundwasserabfluss;NA;décharge d'eau souterraine;NA;scarico delle acque sotterranee;NA
c114;groundwater flow;NA;Grundwasserströmung;NA;écoulement des eaux souterraines;NA;flusso di acqua freatica;NA
c115;groundwater management;NA;grundwasserbewirtschaftung;NA;gestion des eaux souterraines;NA;gestione delle acque sotterranee;NA
c116;groundwater pollution;NA;grundwasserverschmutzung;NA;pollution des eaux souterraines;NA;inquinamento delle acque sotterranee;NA
c117;groundwater quality;NA;Grundwasserqualität;NA;qualité des eaux souterraines;NA;qualità delle acque sotterranee;NA
c118;groundwater remediation;NA;Grundwassersanierung;NA;assainissement des eaux souterraines;NA;bonifica delle acque sotterranee;NA
c119;groundwater resource;NA;Grundwasserressourcen;NA;ressource en eau souterraine;NA;risorsa delle acque sotterranee;NA
c120;h2no;NA;h2no;NA;h2no;NA;h2no;NA
c121;hand pump;NA;Handpumpe;NA;pompe à main;NA;pompa a mano;NA
c122;harmful algal bloom;NA;schädliche Algenblüte;NA;efflorescence algale nuisible;NA;fioritura algale nociva;NA
c123;heat wave;NA;Hitzewelle;NA;vague de chaleur;NA;ondata di calore;NA
c124;high water mark;NA;Hochwassermarke;NA;marque de haute mer;NA;segno di acqua alta;NA
c125;hippo water roller;NA;Nilpferd-Wasserwalze;NA;rouleau d'eau hippo;NA;ippopotamo rullo d'acqua;NA
c126;hot tub philtre;NA;Whirlpool-Philater;NA;philtre d'eau;NA;vasca idromassaggio philtre;NA
c127;human waste;NA;menschliche Abfälle;NA;déchets humains;NA;rifiuti umani;NA
c128;humid oxidation with peroxide;NA;feuchte Oxidation mit Peroxyd;NA;oxydation humide avec peroxyde;NA;ossidazione umida con perossido;NA
c129;hydraulic agriculture;NA;Hydraulische Landwirtschaft;NA;agriculture hydraulique;NA;agricoltura idraulica;NA
c130;hydric soil;NA;Hydratischer Boden;NA;sol hydrique;NA;suolo idrico;NA
c131;hydrological transport model;NA;Hydrologisches Transportmodell;NA;modèle de transport hydrologique;NA;modello di trasporto idrologico;NA
c132;ice pigging;NA;Eismolchung;NA;raclage de la glace;NA;pigmentazione del ghiaccio;NA
c133;improved sanitation;NA;Verbesserte Abwasserentsorgung;NA;assainissement amélioré;NA;miglioramento dei servizi igienici;NA
c134;improving water;NA;Verbesserung der Wasserversorgung;NA;améliorer l'eau;NA;miglioramento dell'acqua;NA
c135;inadequate water;NA;unzureichendes Wasser;NA;eau inadéquate;NA;acqua inadeguata;NA
c136;industrial wastewater;NA;Industrieabwässer;NA;eaux usées industrielles;NA;acque reflue industriali;NA
c137;integrated urban water management;NA;Integrierte Siedlungswasserwirtschaft;NA;gestion intégrée de l'eau en milieu urbain;NA;gestione integrata dell'acqua urbana;NA
c138;interbasin transfer;NA;Transfer zwischen den Einzugsgebieten;NA;transfert interbassins;NA;trasferimento interbacino;NA
c139;international water management institute;NA;internationales institut für wasserwirtschaft;NA;Institut international de gestion de l'eau;NA;istituto internazionale di gestione dell'acqua;NA
c140;kern river preserve;NA;kern river preserve;NA;préservation de la rivière Kern;NA;riserva del fiume kern;NA
c141;lakes;NA;Seen;NA;lacs;NA;laghi;NA
c142;land reclamation;NA;Rückgewinnung von Land;NA;récupération des terres;NA;bonifica dei terreni;NA
c143;latrine;NA;latrine;NA;latrines;NA;latrina;NA
c144;lava philtre;NA;lava philtre;NA;philtre de lave;NA;filtrata di lava;NA
c145;lime softening;NA;Kalkenthärtung;NA;adoucissement de la chaux;NA;addolcimento della calce;NA
c146;limnology;NA;Limnologie;NA;limnologie;NA;limnologia;NA
c147;marine pollution;NA;Meeresverschmutzung;NA;pollution marine;NA;inquinamento marino;NA
c148;megadrought;NA;Megadürre;NA;méga-sécheresse;NA;megadrought;NA
c149;membrane bioreactor;NA;Membran-Bioreaktor;NA;bioréacteur à membrane;NA;bioreattore a membrana;NA
c150;mercury pollution in the ocean;NA;Quecksilberverschmutzung im Meer;NA;pollution au mercure dans l'océan;NA;inquinamento da mercurio nell'oceano;NA
c151;microplastics;NA;Mikroplastik;NA;microplastiques;NA;microplastica;NA
c152;multi-stage flash distillation;NA;mehrstufige Flash-Destillation;NA;distillation flash multi-étapes;NA;distillazione flash multistadio;NA
c153;multiple-effect distillation;NA;Mehrstufige Destillation;NA;distillation à effets multiples;NA;distillazione ad effetto multiplo;NA
c154;multiple-effect humidification;NA;Mehrstufige Befeuchtung;NA;humidification à effets multiples;NA;umidificazione ad effetto multiplo;NA
c155;nanofiltration;NA;Nanofiltration;NA;nanofiltration;NA;nanofiltrazione;NA
c156;non-revenue water;NA;Nicht-Ertragswasser;NA;eau non usée;NA;acqua non prodotta;NA
c157;nut shell philtre;NA;Nussschalen-Philtre;NA;philtre de coquille de noix;NA;guscio di noce filtrata;NA
c158;oil spill;NA;Ölpest;NA;Marée noire;NA;fuoriuscita di olio;NA
c159;oily wastewater;NA;ölhaltige Abwässer;NA;eaux usées huileuses;NA;acque reflue oleose;NA
c160;open defecation;NA;Offene Defäkation;NA;défécation en plein air;NA;defecazione aperta;NA
c161;outhouse;NA;Nebengebäude;NA;toilettes extérieures;NA;casa di riposo;NA
c162;oxygenated treatment;NA;sauerstoffhaltige Behandlung;NA;traitement oxygéné;NA;trattamento ossigenato;NA
c163;palmer drought index;NA;Palmer-Dürre-Index;NA;indice de sécheresse palmer;NA;indice di siccità palmer;NA
c164;pay toilet;NA;kostenpflichtige Toilette;NA;toilettes payantes;NA;toilette a pagamento;NA
c165;perforene;NA;perforiert;NA;perforène;NA;perforene;NA
c166;permeable reactive barrier;NA;durchlässige reaktive Barriere;NA;barrière réactive perméable;NA;barriera reattiva permeabile;NA
c167;pesticide drift;NA;pestizid-abdrift;NA;dérive de pesticide;NA;deriva dei pesticidi;NA
c168;petrol interceptor;NA;Benzinabscheider;NA;intercepteur d'essence;NA;intercettatore di benzina;NA
c169;philtre funnel;NA;philtre Trichter;NA;philtre entonnoir;NA;imbuto philtre;NA
c170;pit water;NA;Grubenwasser;NA;fosse eau;NA;acqua di fossa;NA
c171;plastic resin pellet pollution;NA;kunstharzpellet verschmutzung;NA;pollution résine plastique pellet;NA;resina plastica pellet inquinamento;NA
c172;polluted water;NA;verschmutztes Wasser;NA;eau polluée;NA;acqua inquinata;NA
c173;portable toilet;NA;Mobiltoilette;NA;toilettes portables;NA;toilette portatile;NA
c174;potable water;NA;trinkbares Wasser;NA;eau potable;NA;acqua potabile;NA
c175;public toilet;NA;öffentliche Toilette;NA;öffentliche Toilette;NA;toilette pubblica;NA
c176;public water system;NA;öffentliches Wassersystem;NA;système d'eau public;NA;sistema idrico pubblico;NA
c177;purified water;NA;gereinigtes Wasser;NA;eau purifiée;NA;acqua purificata;NA
c178;rainwater harvesting;NA;Regenwassernutzung;NA;collecte de l'eau de pluie;NA;raccolta di acqua piovana;NA
c179;rainwater hog;NA;Regenwassersammler;NA;collecteur d'eau de pluie;NA;collettore di acqua piovana;NA
c180;ranney collector;NA;Rinnensammler;NA;collecteur d'eau de pluie;NA;collettore di acqua piovana;NA
c181;rapid sand philtre;NA;schnelle Sandaufbereitung;NA;philtre de sable rapide;NA;filtratore rapido di sabbia;NA
c182;real wastewater;NA;echtes abwasser;NA;eaux usées réelles;NA;acqua di scarico reale;NA
c183;recirculating aquaculture system;NA;Aquakultur-Kreislaufsystem;NA;système d'aquaculture en recirculation;NA;sistema di acquacoltura a ricircolo;NA
c184;reuse bottle;NA;Wiederverwendung von Flaschen;NA;bouteille de réutilisation;NA;bottiglia di riutilizzo;NA
c185;reverse osmosis;NA;Umkehrosmose;NA;osmose inverse;NA;osmosi inversa;NA
c186;rhizofiltration;NA;rhizofiltration;NA;rhizofiltration;NA;rizofiltrazione;NA
c187;river ecosystems;NA;Fluss-Ökosysteme;NA;écosystèmes fluviaux;NA;ecosistemi fluviali;NA
c188;river engineering;NA;Flussbau;NA;ingénierie fluviale;NA;ingegneria fluviale;NA
c189;river source;NA;Flussquelle;NA;source de rivière;NA;fiume fonte;NA
c190;rooftop water tower;NA;Wasserturm auf dem Dach;NA;château d'eau sur le toit;NA;torre dell'acqua sul tetto;NA
c191;rotating biological contactor;NA;Rotierender biologischer Kontaktor;NA;contacteur biologique rotatif;NA;contattore biologico rotante;NA
c192;rotating cell biofilm reactor;NA;Rotationszellen-Biofilmreaktor;NA;réacteur à biofilm à cellules rotatives;NA;reattore a biofilm a cella rotante;NA
c193;roughing philtre;NA;Aufbereitungsanlage;NA;philtre d'ébauche;NA;filtratore di sgrossatura;NA
c194;safe household water storage;NA;Sichere Wasseraufbewahrung im Haushalt;NA;stockage d'eau domestique sûre;NA;conservazione dell'acqua domestica sicura;NA
c195;safe water;NA;sicheres Wasser;NA;eau potable;NA;acqua sicura;NA
c196;salinity;NA;Salzgehalt;NA;salinité;NA;salinità;NA
c197;salt tide;NA;Salzflut;NA;marée saline;NA;marea salata;NA
c198;salt water chlorination;NA;Salzwasserchlorierung;NA;chloration de l'eau salée;NA;clorazione dell'acqua salata;NA
c199;saltwater intrusion;NA;Salzwasserintrusion;NA;intrusion d'eau salée;NA;intrusione di acqua salata;NA
c200;sand philtre;NA;Sandpfütze;NA;philtre de sable;NA;filtrata di sabbia;NA
c201;sanitary sewer;NA;Sanitärkanalisation;NA;égout sanitaire;NA;fogna sanitaria;NA
c202;sanitation;NA;Abwasserentsorgung;NA;assainissement;NA;servizi igienici;NA
c203;sanitation management;NA;Sanitärmanagement;NA;gestion de l'assainissement;NA;gestione dei servizi igienico-sanitari;NA
c204;selenium pollution;NA;Selenverschmutzung;NA;pollution par le sélénium;NA;inquinamento da selenio;NA
c205;sequencing batch reactor;NA;Sequencing-Batch-Reaktor;NA;réacteur à lot séquentiel;NA;reattore a lotti in sequenza;NA
c206;sewage;NA;abwasser;NA;eaux usées;NA;acque reflue;NA
c207;sewage regulation and administration;NA;Regulierung und Verwaltung von Abwässern;NA;réglementation et administration des eaux usées;NA;regolamentazione e amministrazione delle acque reflue;NA
c208;sewage sludge treatment;NA;klärschlammbehandlung;NA;traitement des boues d'épuration;NA;trattamento dei fanghi di depurazione;NA
c209;sewage treatment;NA;abwasseraufbereitung;NA;Abwasserbehandlung;NA;trattamento delle acque reflue;NA
c210;sewerage;NA;abwasser;NA;eaux usées;NA;fognatura;NA
c211;slug test;NA;Schneckentest;NA;test de limace;NA;test delle lumache;NA
c212;sodicity;NA;Natriumgehalt;NA;sodicité;NA;sodicità;NA
c213;solar humidification;NA;Solare Befeuchtung;NA;humidification solaire;NA;umidificazione solare;NA
c214;solar water disinfection;NA;Solare Wasserdesinfektion;NA;désinfection solaire de l'eau;NA;disinfezione solare dell'acqua;NA
c215;sono arsenic philtre;NA;sono arsenic philtre;NA;sono arsenic philtre;NA;sono arsenico philtre;NA
c216;sphaerotilus natans;NA;Sphaerotilus natans;NA;sphaerotilus natans;NA;sphaerotilus natans;NA
c217;stormwater management;NA;Regenwasserbewirtschaftung;NA;gestion des eaux pluviales;NA;gestione delle acque piovane;NA
c218;stream restoration;NA;Bachrenaturierung;NA;restauration de cours d'eau;NA;restauro del ruscello;NA
c219;summer storage tank;NA;sommerlicher speicher;NA;Sommerlagertank;NA;serbatoio estivo;NA
c220;surficial aquifer;NA;oberflächlicher Grundwasserleiter;NA;Oberflächengrundwasserleiter;NA;falda acquifera superficiale;NA
c221;sustainable sanitation;NA;nachhaltige sanitäre Versorgung;NA;assainissement durable;NA;igiene sostenibile;NA
c222;tap water;NA;Leitungswasser;NA;eau du robinet;NA;acqua di rubinetto;NA
c223;treadle pump;NA;Tretlagerpumpe;NA;pompe à pédale;NA;pompa a pedale;NA
c224;tsd desalination;NA;tsd entsalzung;NA;tsd dessalement;NA;desalinizzazione tsd;NA
c225;united nations water conference;NA;Wasser-Konferenz der Vereinten Nationen;NA;conférence des nations unies sur l'eau;NA;conferenza delle nazioni unite sull'acqua;NA
c226;urban runoff;NA;städtischer Abfluss;NA;ruissellement urbain;NA;deflusso urbano;NA
c227;urban wastewater;NA;kommunales abwasser;NA;eaux usées urbaines;NA;acque reflue urbane;NA
c228;urinal;NA;Urinal;NA;urinoir;NA;orinatoio;NA
c229;waste pond;NA;Abfallteich;NA;bassin de déchets;NA;stagno di scarico;NA
c230;wastewater;NA;abwasser;NA;eaux usées;NA;acque reflue;NA
c231;wastewater effluent;NA;abwasser abfluss;NA;effluent d'eau usée;NA;acque reflue effluenti;NA
c232;wastewater treatment;NA;abwasserbehandlung;NA;traitement des eaux usées;NA;trattamento delle acque reflue;NA
c233;water access;NA;Wasserzugang;NA;accès à l'eau;NA;accesso all'acqua;NA
c234;water allocation;NA;Wasserzuteilung;NA;allocation d'eau;NA;allocazione dell'acqua;NA
c235;water and sanitation;NA;Wasser und Abwasserentsorgung;NA;eau et assainissement;NA;acqua e servizi igienici;NA
c236;water availability;NA;Wasserverfügbarkeit;NA;disponibilité de l'eau;NA;disponibilità dell'acqua;NA
c237;water bodies;NA;Wasserkörper;NA;plans d'eau;NA;corpi idrici;NA
c238;water chlorination;NA;Wasserchlorierung;NA;chloration de l'eau;NA;clorazione dell'acqua;NA
c239;water conflict;NA;Wasserkonflikt;NA;conflit de l'eau;NA;conflitto dell'acqua;NA
c240;water cooperation;NA;Zusammenarbeit im Bereich Wasser;NA;coopération dans le domaine de l'eau;NA;cooperazione in materia di acqua;NA
c241;water crib;NA;Wasserkrippe;NA;crèche d'eau;NA;presepe dell'acqua;NA
c242;water crisis;NA;Wasserkrise;NA;crise de l'eau;NA;crisi dell'acqua;NA
c243;water cycle management;NA;Management des Wasserkreislaufs;NA;gestion du cycle de l'eau;NA;gestione del ciclo dell'acqua;NA
c244;water deficiency;NA;Wassermangel;NA;insuffisance d'eau;NA;carenza d'acqua;NA
c245;water deficit;NA;Wasserdefizit;NA;déficit en eau;NA;deficit d'acqua;NA
c246;water ecosystem;NA;Wasser-Ökosystem;NA;écosystème de l'eau;NA;ecosistema dell'acqua;NA
c247;water efficiency;NA;Wassereffizienz;NA;efficacité de l'eau;NA;efficienza idrica;NA
c248;water footprint;NA;Wasser-Fußabdruck;NA;empreinte de l'eau;NA;impronta idrica;NA
c249;water governance;NA;Wasserbewirtschaftung;NA;gouvernance de l'eau;NA;governo dell'acqua;NA
c250;water harvesting;NA;Wasserernte;NA;récolte de l'eau;NA;raccolta dell'acqua;NA
c251;water industry;NA;Wasserwirtschaft;NA;industrie de l'eau;NA;industria dell'acqua;NA
c252;water insecurity;NA;Wasserunsicherheit;NA;insécurité de l'eau;NA;insicurezza idrica;NA
c253;water kiosk;NA;Wasserkiosk;NA;kiosque à eau;NA;chiosco dell'acqua;NA
c254;water limitation;NA;Wasserbegrenzung;NA;limitation de l'eau;NA;limitazione dell'acqua;NA
c255;water management;NA;Wassermanagement;NA;gestion de l'eau;NA;gestione dell'acqua;NA
c256;water metering;NA;Wassermessung;NA;comptage de l'eau;NA;misurazione dell'acqua;NA
c257;water planning;NA;Wasserplanung;NA;planification de l'eau;NA;pianificazione dell'acqua;NA
c258;water policy;NA;Wasserpolitik;NA;politique de l'eau;NA;politica dell'acqua;NA
c259;water pollution;NA;Wasserverschmutzung;NA;pollution de l'eau;NA;inquinamento dell'acqua;NA
c260;water pricing;NA;Wasserpreise;NA;tarification de l'eau;NA;tariffazione dell'acqua;NA
c261;water privatisation;NA;Wasserprivatisierung;NA;privatisation de l'eau;NA;privatizzazione dell'acqua;NA
c262;water problems;NA;Wasserprobleme;NA;problèmes de l'eau;NA;problemi dell'acqua;NA
c263;water provision;NA;Wasserversorgung;NA;approvisionnement en eau;NA;fornitura di acqua;NA
c264;water purification;NA;Wasseraufbereitung;NA;purification de l'eau;NA;purificazione dell'acqua;NA
c265;water pyramid;NA;Wasserpyramide;NA;pyramide de l'eau;NA;piramide dell'acqua;NA
c266;water quality;NA;Wasserqualität;NA;qualité de l'eau;NA;qualità dell'acqua;NA
