id;keyword_en;required_context_en;keyword_de;required_context_de;keyword_fr;required_context_fr;keyword_it;required_context_it
c46;alcoholic hepatitis;NA;alkoholische Hepatitis;NA;hépatite alcoolique;NA;epatite alcolica;NA
c47;alcoholic ketoacidosis;NA;alkoholische Ketoazidose;NA;acidocétose alcoolique;NA;chetoacidosi alcolica;NA
c48;alcoholic liver disease;NA;alkoholische Lebererkrankung;NA;maladie alcoolique du foie;NA;malattia alcolica del fegato;NA
c49;alcoholism;NA;Alkoholismus;NA;alcoolisme;NA;alcolismo;NA
c50;aldrin;NA;Aldrin;NA;aldrine;NA;aldrin;NA
c51;alpha-hexachlorocyclohexane;NA;Alpha-Hexachlorcyclohexan;NA;alpha-hexachlorocyclohexane;NA;alfa-esaclorocicloesano;NA
c52;alzheimer's disease;NA;Alzheimer-Krankheit;NA;maladie d'alzheimer;NA;malattia di alzheimer;NA
c53;amikacin;NA;Amikacin;NA;amikacine;NA;amikacina;NA
c54;amnesia;NA;Amnesie;NA;amnésie;NA;amnesia;NA
c55;amodiaquine;NA;Amodiaquin;NA;amodiaquine;NA;amodiachina;NA
c56;amprenavir;NA;Amprenavir;NA;amprénavir;NA;amprenavir;NA
c57;aniline;NA;Anilin;NA;aniline;NA;anilina;NA
c58;anopheles;NA;Anopheles;NA;anophèle;NA;anopheles;NA
c59;anorexia mirabilis;NA;Anorexia mirabilis;NA;anorexie mirabilis;NA;anoressia mirabilis;NA
c60;anorexia nervosa;NA;Magersucht (Anorexia nervosa);NA;anorexia nervosa;NA;anoressia nervosa;NA
c61;anovulation;NA;Anovulation;NA;anovulation;NA;anovulazione;NA
c62;anti-smoking;NA;Anti-Raucher;NA;anti-tabac;NA;antifumo;NA
c63;antimalarial medication;NA;Antimalariamittel;NA;médicament antipaludéen;NA;farmaco antimalarico;NA
c64;antisocial personality disorder;NA;antisoziale Persönlichkeitsstörung;NA;trouble de la personnalité antisociale;NA;disturbo antisociale di personalità;NA
c65;antivenom;NA;Gegengift;NA;antivenin;NA;antiveleno;NA
c66;antivenoms;NA;Gegengifte;NA;antivenins;NA;antiveleni;NA
c67;aplasmomycin;NA;Aplasmomycin;NA;aplasmomycine;NA;aplasmomicina;NA
c68;arctic haze;NA;Arktischer Dunst;NA;brume arctique;NA;foschia artica;NA
c69;artelinic acid;NA;Artelinsäure;NA;acide artélinique;NA;acido artelinico;NA
c70;artemether;NA;Artemether;NA;artéméther;NA;artemether;NA
c71;artemisinin;NA;Artemisinin;NA;artémisinine;NA;artemisinina;NA
c72;artemotil;NA;Artemotil;NA;artémotil;NA;artemotil;NA
c73;arterolane;NA;Arterolan;NA;artérolane;NA;arterolane;NA
c74;artesunate;NA;Artesunat;NA;artésunate;NA;artesunate;NA
c75;artificial insemination;NA;künstliche Befruchtung;NA;insémination artificielle;NA;inseminazione artificiale;NA
c76;artificial organ;NA;künstliches Organ;NA;organe artificiel;NA;organo artificiale;NA
c77;asbestos;NA;Asbest;NA;amiante;NA;amianto;NA
c78;assisted reproductive technology;NA;assistierte Reproduktionstechnik;NA;technique de procréation assistée;NA;tecnologia riproduttiva assistita;NA
c79;atazanavir;NA;Atazanavir;NA;atazanavir;NA;atazanavir;NA
c80;atovaquone;NA;Atovaquon;NA;atovaquone;NA;atovaquone;NA
c81;attenuated vaccine;NA;Attenuierter Impfstoff;NA;vaccin atténué;NA;vaccino attenuato;NA
c82;autism;NA;Autismus;NA;autisme;NA;autismo;NA
c83;av-halt;NA;av-halt;NA;av-halt;NA;av-halt;NA
c84;avicine;NA;Avicin;NA;avicine;NA;avicina;NA
c85;avoidable death;NA;Vermeidbarer Tod;NA;mortalité évitable;NA;morte evitabile;NA
c86;avoidable mortality;NA;Vermeidbare Sterblichkeit;NA;mortalité évitable;NA;mortalità evitabile;NA
c87;azithromycin;NA;azithromycin;NA;azithromycine;NA;azitromicina;NA
c88;baby bonus;NA;Baby-Bonus;NA;bonus bébé;NA;bonus bambino;NA
c89;bedaquiline;NA;Bedaquilin;NA;bédaquiline;NA;bedaquiline;NA
c90;behaviour therapy;NA;Verhaltenstherapie;NA;thérapie comportementale;NA;terapia comportamentale;NA
c91;behavioural addiction;NA;Verhaltenssucht;NA;dépendance comportementale;NA;dipendenza comportamentale;NA
c92;behavioural responses to stress;NA;Verhaltensreaktionen auf Stress;NA;réponses comportementales au stress;NA;risposte comportamentali allo stress;NA
c93;benzene;NA;Benzol;NA;benzène;NA;benzene;NA
c94;beta-hexachlorocyclohexane;NA;Beta-Hexachlorcyclohexan;NA;bêta-hexachlorocyclohexane;NA;beta-esaclorocicloesano;NA
c95;bharat stage emission standards;NA;Bharat-Stufen-Emissionsnormen;NA;bharat stage emission standards;NA;norme di emissione bharat stage;NA
c96;binge drinking;NA;Komasaufen;NA;beuveries;NA;binge drinking;NA
c97;biomedical research;NA;Biomedizinische Forschung;NA;recherche biomédicale;NA;ricerca biomedica;NA
c98;bipolar disorder;NA;bipolare Störung;NA;trouble bipolaire;NA;disturbo bipolare;NA
c99;birth control;NA;Geburtenkontrolle;NA;contrôle des naissances;NA;controllo delle nascite;NA
c100;blackwater fever;NA;Schwarzwasserfieber;NA;fièvre des eaux noires;NA;febbre delle acque nere;NA
c101;blood alcohol content;NA;Blutalkoholgehalt;NA;alcoolémie;NA;contenuto di alcol nel sangue;NA
c102;brain stimulation reward;NA;Belohnung durch Hirnstimulation;NA;stimulation cérébrale récompense;NA;ricompensa stimolazione del cervello;NA
c103;breast implant;NA;Brustimplantat;NA;implant mammaire;NA;protesi al seno;NA
c104;brecanavir;NA;Brecanavir;NA;brécanavir;NA;brecanavir;NA
c105;bromochlorodifluoromethane;NA;Bromchlordifluormethan;NA;bromochlorodifluorométhane;NA;bromoclorodifluorometano;NA
c106;bromotrifluoromethane;NA;Bromtrifluormethan;NA;bromotrifluorométhane;NA;bromotrifluorometano;NA
c107;bulimia nervosa;NA;Bulimia nervosa;NA;bulimia nervosa;NA;bulimia nervosa;NA
c108;burn pit;NA;Verbrennungsgrube;NA;fosse à brûlures;NA;bruciare la fossa;NA
c109;caffeine-induced sleep disorder;NA;koffeininduzierte Schlafstörung;NA;trouble du sommeil induit par la caféine;NA;disturbo del sonno indotto dalla caffeina;NA
c110;caffeinism;NA;Koffeinismus;NA;caféinisme;NA;caffeinismo;NA
c111;calanolide a;NA;Calanolid a;NA;calanolide a;NA;calanolide a;NA
c112;cancer;NA;Krebs;NA;cancer;NA;cancro;NA
c113;cancer mortality;NA;Krebssterblichkeit;NA;mortalité par cancer;NA;mortalità del cancro;NA
c114;cancer research;NA;Krebsforschung;NA;recherche sur le cancer;NA;ricerca sul cancro;NA
c115;cannabis and impaired driving;NA;Cannabis und Fahruntüchtigkeit;NA;cannabis et conduite en état d'ivresse;NA;cannabis e guida pericolosa;NA
c116;capreomycin;NA;Capreomycin;NA;capréomycine;NA;capreomicina;NA
c117;carbon dioxide;NA;Kohlendioxid;NA;dioxyde de carbone;NA;anidride carbonica;NA
c118;carbon dioxide in earth's atmosphere;NA;Kohlendioxid in der Erdatmosphäre;NA;dioxyde de carbone dans l'atmosphère terrestre;NA;anidride carbonica nell'atmosfera terrestre;NA
c119;carbon disulfide;NA;Kohlenstoffdisulfid;NA;disulfure de carbone;NA;disolfuro di carbonio;NA
c120;carbon literacy;NA;Kohlenstoff-Alphabetisierung;NA;alphabétisation du carbone;NA;alfabetizzazione del carbonio;NA
c121;carbon monoxide;NA;Kohlenmonoxid;NA;monoxyde de carbone;NA;monossido di carbonio;NA
c122;carbon monoxide poisoning;NA;Kohlenmonoxid-Vergiftung;NA;empoisonnement au monoxyde de carbone;NA;avvelenamento da monossido di carbonio;NA
c123;carbon tetrachloride;NA;Tetrachlorkohlenstoff;NA;tétrachlorure de carbone;NA;tetracloruro di carbonio;NA
c124;carbonyl sulphide;NA;Carbonylsulfid;NA;sulfure de carbonyle;NA;solfuro di carbonile;NA
c125;cardiovascular disease;NA;kardiovaskuläre Krankheit;NA;maladie cardiovasculaire;NA;malattia cardiovascolare;NA
c126;cardiovascular mortality;NA;kardiovaskuläre Sterblichkeit;NA;mortalité cardiovasculaire;NA;mortalità cardiovascolare;NA
c127;case fatality;NA;Todesfälle;NA;mortalité par cause;NA;mortalità per causa;NA
c128;cause-specific mortality;NA;Ursachenspezifische Sterblichkeit;NA;mortalité par cause;NA;mortalità specifica per causa;NA
c129;cell stem cell;NA;Zellstammzelle;NA;cellule souche;NA;cellula staminale;NA
c130;cervarix;NA;Cervarix;NA;cervarix;NA;cervarix;NA
c131;cervical cancer;NA;Gebärmutterhalskrebs;NA;cancer du col de l'utérus;NA;cancro cervicale;NA
c132;cervicitis;NA;Zervizitis;NA;cervicite;NA;cervicite;NA
c133;chagas disease;NA;Chagas-Krankheit;NA;maladie de Chagas;NA;malattia di chagas;NA
c134;chain smoking;NA;Kettenrauchen;NA;tabagisme en chaîne;NA;fumo a catena;NA
c135;chemical castration;NA;Chemische Kastration;NA;castration chimique;NA;castrazione chimica;NA
c136;child abandonment;NA;Kindesvernachlässigung;NA;abandon d'enfant;NA;abbandono di bambini;NA
c137;child abuse;NA;Kindesmissbrauch;NA;maltraitance des enfants;NA;abuso di bambini;NA
c138;child benefit;NA;Kindergeld;NA;allocation pour enfant;NA;beneficio del bambino;NA
c139;child death;NA;Kindstod;NA;décès d'un enfant;NA;morte del bambino;NA
c140;child well-being;NA;Kindeswohl;NA;bien-être des enfants;NA;benessere del bambino;NA
c141;childhood death;NA;Tod von Kindern;NA;décès d'enfant;NA;morte infantile;NA
c142;childhood mortality;NA;Kindersterblichkeit;NA;mortalité infantile;NA;mortalità infantile;NA
c143;chlamydia infection;NA;Chlamydien-Infektion;NA;infection à chlamydia;NA;infezione da clamidia;NA
c144;chlamydia trachomatis;NA;Chlamydien Trachomatis;NA;chlamydia trachomatis;NA;clamidia trachomatis;NA
c145;chlordane;NA;Chlordan;NA;chlordane;NA;clordano;NA
c146;chlorinated paraffin;NA;Chloriertes Paraffin;NA;paraffine chlorée;NA;paraffina clorurata;NA
c147;chlorine;NA;Chlor;NA;chlore;NA;cloro;NA
c148;chlorobenzene;NA;Chlorbenzol;NA;chlorobenzène;NA;clorobenzene;NA
c149;chlorodifluoromethane;NA;Chlordifluormethan;NA;chlorodifluorométhane;NA;clorodifluorometano;NA
c150;chloroethane;NA;Chlorethan;NA;chloroéthane;NA;cloroetano;NA
c151;chlorofluorocarbon;NA;Fluorchlorkohlenwasserstoff;NA;chlorofluorocarbone;NA;clorofluorocarburo;NA
c152;chloroform;NA;Chloroform;NA;chloroforme;NA;cloroformio;NA
c153;chloromethane;NA;Chlormethan;NA;chlorométhane;NA;clorometano;NA
c154;chloropentafluoroethane;NA;Chlorpentafluorethan;NA;chloropentafluoroéthane;NA;cloropentafluoretano;NA
c155;chloroprene;NA;Chloropren;NA;chloroprène;NA;cloroprene;NA
c156;chloroquine;NA;Chloroquin;NA;chloroquine;NA;clorochina;NA
c157;chlorotrifluoromethane;NA;Chlortrifluormethan;NA;chlorotrifluorométhane;NA;clorotrifluorometano;NA
c158;chlorproguanil;NA;Chlorproguanil;NA;chlorproguanil;NA;clorproguanil;NA
c159;chronic bacterial prostatitis;NA;Chronische bakterielle Prostatitis;NA;prostatite bactérienne chronique;NA;prostatite batterica cronica;NA
c160;chronic disease;NA;chronische Krankheit;NA;maladie chronique;NA;malattia cronica;NA
c161;chronic hepatitis;NA;chronische Hepatitis;NA;hépatite chronique;NA;epatite cronica;NA
c162;chronic stress;NA;chronischer Stress;NA;stress chronique;NA;stress cronico;NA
c163;cigarette receptacle;NA;Zigarettenschachtel;NA;réceptacle à cigarettes;NA;ricettacolo di sigarette;NA
c164;cimavax-egf;NA;cimavax-egf;NA;cimavax-egf;NA;cimavax-egf;NA
c165;cinchona;NA;Cinchona;NA;quinquina;NA;cinchona;NA
c166;cipargamin;NA;cipargamin;NA;cipargamine;NA;cipargamina;NA
c167;cirrhosis;NA;Zirrhose;NA;cirrhose;NA;cirrosi;NA
c168;clinical malaria;NA;klinische Malaria;NA;paludisme clinique;NA;malaria clinica;NA
c169;cocaine psychosis;NA;Kokain-Psychose;NA;cocaïne psychose;NA;psicosi da cocaina;NA
c170;codinaeopsin;NA;Codinaeopsin;NA;codinaeopsine;NA;codinaeopsin;NA
c171;cognitive disorder;NA;kognitive Störung;NA;trouble cognitif;NA;disturbo cognitivo;NA
c172;cognitive distortion;NA;kognitive Verzerrung;NA;distorsion cognitive;NA;distorsione cognitiva;NA
c173;collective depression;NA;kollektive Depression;NA;dépression collective;NA;depressione collettiva;NA
c174;communicable disease;NA;übertragbare Krankheit;NA;maladie transmissible;NA;malattia trasmissibile;NA
c175;complex post-traumatic stress disorder;NA;komplexe posttraumatische Belastungsstörung;NA;trouble complexe du stress post-traumatique;NA;disturbo complesso da stress post-traumatico;NA
c176;concealing birth;NA;Verheimlichung der Geburt;NA;dissimulation de la naissance;NA;nascondere la nascita;NA
c177;condoms, needles, and negotiation;NA;Kondome, Nadeln und Verhandlung;NA;préservatifs, aiguilles et négociation;NA;preservativi, aghi e negoziazione;NA
c178;contraception;NA;Verhütung;NA;contraception;NA;contraccezione;NA
c179;contraceptive;NA;Verhütungsmittel;NA;contraceptif;NA;contraccettivo;NA
c180;contraceptive implant;NA;empfängnisverhütendes Implantat;NA;implant contraceptif;NA;impianto contraccettivo;NA
c181;contraceptive method;NA;Empfängnisverhütungsmethode;NA;méthode contraceptive;NA;metodo contraccettivo;NA
c182;contraceptive security;NA;Sicherheit bei der Empfängnisverhütung;NA;sécurité des contraceptifs;NA;sicurezza contraccettiva;NA
c183;contraceptive services;NA;empfängnisverhütende Dienstleistungen;NA;services de contraception;NA;servizi contraccettivi;NA
c184;contraceptive use;NA;Verwendung von Verhütungsmitteln;NA;utilisation de la contraception;NA;uso contraccettivo;NA
c185;coparenting;NA;Miterziehung;NA;coparentage;NA;coparenting;NA
c186;cotrifazid;NA;Cotrifazid;NA;cotrifazid;NA;cotrifazid;NA
c187;cowpox;NA;Kuhpocken;NA;variole bovine;NA;cowpox;NA
c188;crankcase ventilation system;NA;Kurbelgehäuse-Entlüftungssystem;NA;système de ventilation du carter;NA;sistema di ventilazione del carter;NA
c189;cresol;NA;Kresol;NA;crésol;NA;cresolo;NA
c190;cryptolepine;NA;Kryptolipin;NA;cryptolepine;NA;criptolepina;NA
c191;culex perfuscus;NA;Stechmücke (Culex perfuscus);NA;culex perfuscus;NA;culex perfuscus;NA
c192;cumene;NA;Kumol;NA;cumène;NA;cumene;NA
c193;cyanovirin-n;NA;Cyanovirin-n;NA;cyanovirine-n;NA;cyanovirin-n;NA
c194;cycloguanil;NA;Cycloguanil;NA;cycloguanil;NA;cycloguanil;NA
c195;cycloserine;NA;Cycloserin;NA;cyclosérine;NA;cicloserina;NA
c196;darunavir;NA;Darunavir;NA;darunavir;NA;darunavir;NA
c197;ddt;NA;ddt;NA;ddt;NA;ddt;NA
c198;death rate;NA;Todesrate;NA;taux de mortalité;NA;tasso di morte;NA
c199;degradation of mcpa in soil;NA;abbau von mcpa im boden;NA;dégradation du mcpa dans le sol;NA;degradazione di mcpa nel suolo;NA
c200;delamanid;NA;delamanid;NA;delamanid;NA;delamanid;NA
c201;dementia;NA;Demenz;NA;démence;NA;demenza;NA
c202;dental prosthesis;NA;Zahnprothese;NA;prothèse dentaire;NA;protesi dentaria;NA
c203;diabetes;NA;Diabetes;NA;diabète;NA;diabete;NA
c204;diabulimia;NA;Diabolimie;NA;diabulimie;NA;diabulimia;NA
c205;diarylpyrimidines;NA;Diarylpyrimidine;NA;diarylpyrimidines;NA;diarilpirimidine;NA
c206;diarylquinoline;NA;Diarylchinolin;NA;diarylquinoline;NA;diarilchinolina;NA
c207;dichlorodifluoromethane;NA;Dichlordifluormethan;NA;dichlorodifluorométhane;NA;diclorodifluorometano;NA
c208;dieldrin;NA;Dieldrin;NA;dieldrine;NA;dieldrin;NA
c209;dihydroartemisinin;NA;Dihydroartemisinin;NA;dihydroartémisinine;NA;diidroartemisinina;NA
c210;disordered eating;NA;Essstörung;NA;troubles de l'alimentation;NA;alimentazione disordinata;NA
c211;dolutegravir/lamivudine;NA;Dolutegravir/Lamivudin;NA;dolutégravir/lamivudine;NA;dolutegravir/lamivudina;NA
c212;doravirine;NA;Doravirin;NA;doravirine;NA;doravirina;NA
c213;doxycycline;NA;Doxycyclin;NA;doxycycline;NA;doxiciclina;NA
c214;droxinavir;NA;Droxinavir;NA;droxinavir;NA;droxinavir;NA
c215;drug abuse;NA;Drogenmissbrauch;NA;abus de drogues;NA;abuso di droga;NA
c216;drug addiction;NA;Medikamentenabhängigkeit;NA;toxicomanie;NA;tossicodipendenza;NA
c217;drug dependence;NA;Medikamentenabhängigkeit;NA;toxicomanie;NA;tossicodipendenza;NA
c218;drug rehabilitation;NA;Drogenrehabilitation;NA;toxicomanie;NA;riabilitazione dalla droga;NA
c219;drunk drivers;NA;Betrunkene Fahrer;NA;conducteurs ivres;NA;conducenti ubriachi;NA
c220;drunkorexia;NA;trunksucht;NA;drunkorexie;NA;drunkorexia;NA
c221;dtap-ipv vaccine;NA;dtap-ipv impfstoff;NA;vaccin dtap-ipv;NA;vaccino dtap-ipv;NA
c222;dtap-ipv/hib vaccine;NA;dtap-ipv/hib impfstoff;NA;vaccin dtap-ipv/hib;NA;vaccino dtap-ipv/hib;NA
c223;dust abatement;NA;Staubbekämpfung;NA;réduction des poussières;NA;abbattimento della polvere;NA
c224;early childhood trauma;NA;Frühkindliches Trauma;NA;traumatisme de la petite enfance;NA;trauma della prima infanzia;NA
c225;eating disorder;NA;Essstörung;NA;trouble de l'alimentation;NA;disordine alimentare;NA
c226;ebola syndrome;NA;Ebola-Syndrom;NA;syndrome ebola;NA;sindrome di ebola;NA
c227;ebola vaccine;NA;ebola-impfstoff;NA;vaccin contre l'ebola;NA;vaccino di ebola;NA
c228;ebola virus;NA;Ebola-Virus;NA;virus ebola;NA;ebola virus;NA
c229;egg donation;NA;Eizellenspende;NA;don d'ovules;NA;donazione di uova;NA
c230;embryo cryopreservation;NA;Kryokonservierung von Embryonen;NA;cryopréservation d'embryons;NA;crioconservazione dell'embrione;NA
c231;embryo donation;NA;Embryonenspende;NA;don d'embryon;NA;donazione di embrioni;NA
c232;emission standard;NA;Emissionsnorm;NA;norme d'émission;NA;standard di emissione;NA
c233;emotional security;NA;emotionale Sicherheit;NA;sécurité émotionnelle;NA;sicurezza emotiva;NA
c234;emotional well-being;NA;emotionales Wohlbefinden;NA;bien-être émotionnel;NA;benessere emotivo;NA
c235;emotional wellbeing;NA;emotionales Wohlbefinden;NA;bien-être émotionnel;NA;benessere emotivo;NA
c236;empty nest syndrome;NA;empty nest syndrom;NA;syndrome du nid vide;NA;sindrome del nido vuoto;NA
c237;endrin;NA;Endrin;NA;endrine;NA;endrin;NA
c238;enterovirus c;NA;Enterovirus C;NA;entérovirus c;NA;enterovirus c;NA
c239;environmental pollution;NA;umweltverschmutzung;NA;pollution environnementale;NA;inquinamento ambientale;NA
c240;environmental protection;NA;umweltschutz;NA;protection de l'environnement;NA;protezione ambientale;NA
c241;essential medicine;NA;lebenswichtige Medizin;NA;médecine essentielle;NA;medicina essenziale;NA
c242;ethambutol;NA;Ethambutol;NA;éthambutol;NA;etambutolo;NA
c243;ethanol intake;NA;Ethanolkonsum;NA;consommation d'éthanol;NA;assunzione di etanolo;NA
c244;ethionamide;NA;Ethionamid;NA;éthionamide;NA;etionamide;NA
c245;ethylbenzene;NA;Ethylbenzol;NA;éthylbenzène;NA;etilbenzene;NA
c246;ethylene glycol;NA;Ethylenglykol;NA;éthylène glycol;NA;glicole etilenico;NA
c247;excessive drinking;NA;übermäßiger Alkoholkonsum;NA;consommation excessive d'alcool;NA;consumo eccessivo;NA
c248;exhaust gas;NA;Abgas;NA;gaz d'échappement;NA;gas di scarico;NA
c249;extrapulmonary tuberculosis;NA;Extrapulmonale Tuberkulose;NA;tuberculose extrapulmonaire;NA;tubercolosi extrapolmonare;NA
c250;falciparum malaria;NA;Falciparum-Malaria;NA;paludisme falciparum;NA;malaria falciparum;NA
c251;family planning;NA;Familienplanung;NA;planning familial;NA;pianificazione familiare;NA
c252;fasting girl;NA;Fastende Mädchen;NA;fille à jeun;NA;ragazza a digiuno;NA
c253;favipiravir;NA;Favipiravir;NA;favipiravir;NA;favipiravir;NA
c254;febrile illness;NA;fiebrige Krankheit;NA;maladie fébrile;NA;malattia febbrile;NA
c255;feeding disorder;NA;Fütterungsstörung;NA;trouble de l'alimentation;NA;disturbo dell'alimentazione;NA
c256;fertility;NA;Fruchtbarkeit;NA;fertilité;NA;fertilità;NA
c257;fertility medication;NA;Fruchtbarkeitsmedikamente;NA;médicament de fertilité;NA;farmaci per la fertilità;NA
c258;fertility preservation;NA;Fertilitätserhaltung;NA;préservation de la fertilité;NA;conservazione della fertilità;NA
c259;fertility testing;NA;Fertilitätstests;NA;test de fertilité;NA;test di fertilità;NA
c260;flublok;NA;flublok;NA;flublok;NA;flublok;NA
c261;fluorinated gas;NA;fluorhaltiges Gas;NA;gaz fluoré;NA;gas fluorurato;NA
c262;fluorocarbon;NA;Fluorkohlenstoff;NA;fluorocarbone;NA;fluorocarburo;NA
c263;fluoroform;NA;Fluorform;NA;fluoroforme;NA;fluoroformio;NA
c264;fluzone;NA;Fluzone;NA;fluzone;NA;fluzone;NA
c265;foetal death;NA;Fötaler Tod;NA;mort fœtale;NA;morte fetale;NA
c266;foetal mortality;NA;fötale Sterblichkeit;NA;mortalité fœtale;NA;mortalità fetale;NA
c267;food addiction;NA;Ernährungssucht;NA;dépendance alimentaire;NA;dipendenza da cibo;NA
c268;forchheimer spots;NA;Forchheimer Flecken;NA;taches de forchheimer;NA;macchie di forchheim;NA
c269;formaldehyde;NA;Formaldehyd;NA;formaldéhyde;NA;formaldeide;NA
c270;fosamprenavir;NA;fosamprenavir;NA;fosamprénavir;NA;fosamprenavir;NA
c271;foscarnet;NA;foscarnet;NA;foscarnet;NA;foscarnet;NA
c272;foster care;NA;Pflege;NA;famille d'accueil;NA;affidamento;NA
c273;furonazide;NA;Furonazid;NA;furonazide;NA;furonazide;NA
c274;galidesivir;NA;Galidesivir;NA;galidesivir;NA;galidesivir;NA
c275;gatifloxacin;NA;Gatifloxacin;NA;gatifloxacine;NA;gatifloxacina;NA
c276;genital herpes;NA;Herpes genitalis;NA;herpès génital;NA;herpes genitale;NA
c277;genital ulcer;NA;Genitales Geschwür;NA;ulcère génital;NA;ulcera genitale;NA
c278;global health risks;NA;Globale Gesundheitsrisiken;NA;risques sanitaires mondiaux;NA;rischi globali per la salute;NA
c279;gonorrhoea;NA;Gonorrhöe;NA;gonorrhée;NA;gonorrea;NA
c280;greenhouse gas;NA;Treibhausgas;NA;gaz à effet de serre;NA;gas serra;NA
c281;halofantrine;NA;Halofantrin;NA;halofantrine;NA;alofantrina;NA
c282;halomethane;NA;Halomethan;NA;halométhane;NA;alometano;NA
c283;hangover;NA;Kater;NA;gueule de bois;NA;hangover;NA
