c31;cap and dividend;NA;cap and dividend;NA;cap and dividend;NA;cap e dividendo;NA
c32;carbon capture and utilisation;NA;Kohlenstoffabscheidung und -nutzung;NA;capture et utilisation du carbone;NA;cattura e utilizzo del carbonio;NA
c33;carbon dioxide removal;NA;Entfernung von Kohlendioxid;NA;élimination du dioxyde de carbone;NA;rimozione del biossido di carbonio;NA
c34;carbon dioxide scrubber;NA;Kohlendioxid-Wäscher;NA;épurateur de dioxyde de carbone;NA;scrubber di anidride carbonica;NA
c35;carbon emission;NA;Kohlenstoffemission;NA;émission de carbone;NA;emissione di carbonio;NA
c36;carbon farming;NA;Carbon Farming;NA;agriculture du carbone;NA;agricoltura del carbonio;NA
c37;carbon footprint;NA;Kohlenstoff-Fußabdruck;NA;empreinte carbone;NA;impronta di carbonio;NA
c38;carbon intensity;NA;Kohlenstoffintensität;NA;intensité de carbone;NA;intensità di carbonio;NA
c39;carbon offset;NA;Kohlenstoffausgleich;NA;compensation carbone;NA;compensazione del carbonio;NA
c40;carbon pollution reduction scheme;NA;System zur Reduzierung der Kohlenstoffverschmutzung;NA;système de réduction de la pollution par le carbone;NA;sistema di riduzione dell'inquinamento da carbonio;NA
c41;carbon sequestration;NA;Kohlenstoff-Sequestrierung;NA;séquestration du carbone;NA;sequestro del carbonio;NA
c42;carbon tax;NA;Kohlenstoffsteuer;NA;taxe carbone;NA;tassa sul carbonio;NA
c43;carbon-based fuel;NA;kohlenstoffbasierter Brennstoff;NA;carburant à base de carbone;NA;carburante a base di carbonio;NA
c44;carbon-neutral fuel;NA;kohlenstoffneutraler Kraftstoff;NA;carburant neutre en carbone;NA;carburante a zero emissioni di carbonio;NA
c45;carbonzero programme;NA;Kohlenstoff-Null-Programm;NA;programme carbone zéro;NA;programma carbonzero;NA
c46;carpool;NA;Fahrgemeinschaft;NA;covoiturage;NA;carpooling;NA
c47;carsharing;NA;Mitfahrgelegenheit;NA;covoiturage;NA;carsharing;NA
c48;certification for sustainable transportation;NA;Zertifizierung für nachhaltigen Transport;NA;certification pour le transport durable;NA;certificazione per il trasporto sostenibile;NA
c49;charcoal;NA;Holzkohle;NA;charbon de bois;NA;carbone di legna;NA
c50;charging station;NA;Ladestation;NA;station de recharge;NA;stazione di ricarica;NA
c51;chicago climate action plan;NA;chicagoer klimaaktionsplan;NA;plan d'action climatique de chicago;NA;piano d'azione per il clima di chicago;NA
c52;chinese national carbon trading scheme;NA;chinesisches nationales kohlenstoffhandelssystem;NA;système national chinois d'échange de quotas d'émission de carbone;NA;sistema nazionale cinese di scambio del carbonio;NA
c53;clean energy;NA;saubere energie;NA;énergie propre;NA;energia pulita;NA
c54;clean fuel;NA;sauberer Brennstoff;NA;carburant propre;NA;carburante pulito;NA
c55;clean technology;NA;saubere Technologie;NA;technologie propre;NA;tecnologia pulita;NA
c56;cleaner production;NA;saubere produktion;NA;production plus propre;NA;produzione più pulita;NA
c57;climate capitalism;NA;Klimakapitalismus;NA;capitalisme climatique;NA;capitalismo climatico;NA
c58;co2 emission;NA;co2-Emission;NA;émission de co2;NA;emissione di co2;NA
c59;co2balance;NA;co2-Bilanz;NA;équilibre du co2;NA;equilibrio di co2;NA
c60;coal consumption;NA;Kohleverbrauch;NA;consommation de charbon;NA;consumo di carbone;NA
c61;coalbed methane;NA;Kohleflözmethan;NA;méthane de houille;NA;metano da letto di carbone;NA
c62;combined gas and steam;NA;Kombinierter Gas- und Dampfantrieb;NA;gaz et vapeur combinés;NA;gas e vapore combinati;NA
c63;combined nuclear and steam propulsion;NA;Kombinierter Atom- und Dampfantrieb;NA;propulsion combinée nucléaire et vapeur;NA;propulsione combinata nucleare e vapore;NA
c64;combined steam and gas;NA;Kombinierter Dampf- und Gasantrieb;NA;vapeur et gaz combinés;NA;combinata vapore e gas;NA
c65;common external power supply;NA;gemeinsame externe Energieversorgung;NA;alimentation électrique externe commune;NA;alimentazione esterna comune;NA
c66;compressed air car;NA;Druckluftfahrzeug;NA;voiture à air comprimé;NA;auto ad aria compressa;NA
c67;compressed-air vehicle;NA;Druckluftfahrzeug;NA;véhicule à air comprimé;NA;veicolo ad aria compressa;NA
c68;double glazing;NA;Doppelverglasung;NA;double vitrage;NA;doppi vetri;NA
c69;ecohouse;NA;Ökohaus;NA;maison écologique;NA;ecohouse;NA
c70;electric energy;NA;elektrische Energie;NA;énergie électrique;NA;energia elettrica;NA
c71;electric motor;NA;Elektromotor;NA;moteur électrique;NA;motore elettrico;NA
c72;electric power;NA;elektrische Leistung;NA;énergie électrique;NA;potenza elettrica;NA
c73;electric power distribution;NA;Elektrische Energieverteilung;NA;distribution de l'énergie électrique;NA;distribuzione di energia elettrica;NA
c74;electrical energy;NA;elektrische Energie;NA;énergie électrique;NA;energia elettrica;NA
c75;electrical grid;NA;Elektrisches Netz;NA;réseau électrique;NA;rete elettrica;NA
c76;electrical power;NA;elektrische Leistung;NA;puissance électrique;NA;potenza elettrica;NA
c77;electricity;NA;Elektrizität;NA;électricité;NA;elettricità;NA
c78;electricity consumption;NA;Stromverbrauch;NA;consommation d'électricité;NA;consumo di elettricità;NA
c79;electricity cost;NA;Stromkosten;NA;coût de l'électricité;NA;costo dell'elettricità;NA
c80;electricity generation;NA;Stromerzeugung;NA;production d'électricité;NA;generazione di elettricità;NA
c81;electricity market;NA;Strommarkt;NA;marché de l'électricité;NA;mercato dell'elettricità;NA
c82;electrofuel;NA;Elektrokraftstoff;NA;électrocarburant;NA;elettrocarburante;NA
c83;emissions trading;NA;Emissionshandel;NA;échange de droits d'émission;NA;scambio di emissioni;NA
c84;energy;NA;Energie;NA;énergie;NA;energia;NA
c85;energy audit;NA;Energieprüfung;NA;audit énergétique;NA;controllo energetico;NA
c86;energy conservation;NA;Energieeinsparung;NA;économie d'énergie;NA;conservazione dell'energia;NA
c87;energy consumption;NA;Energieverbrauch;NA;consommation d'énergie;NA;consumo di energia;NA
c88;energy conversion efficiency;NA;Wirkungsgrad der Energieumwandlung;NA;efficacité de la conversion de l'énergie;NA;efficienza di conversione dell'energia;NA
c89;energy cost;NA;Energiekosten;NA;coût de l'énergie;NA;costo dell'energia;NA
c90;energy crop;NA;Energieernte;NA;récolte d'énergie;NA;raccolto di energia;NA
c91;energy demand;NA;Energiebedarf;NA;demande d'énergie;NA;domanda di energia;NA
c92;energy efficiency;NA;Energiewirkungsgrad;NA;efficacité énergétique;NA;efficienza energetica;NA
c93;energy harvesting;NA;Energieernte;NA;récolte d'énergie;NA;raccolta di energia;NA
c94;energy intensity;NA;Energieintensität;NA;intensité énergétique;NA;intensità energetica;NA
c95;energy management;NA;Energiemanagement;NA;gestion de l'énergie;NA;gestione dell'energia;NA
c96;energy performance;NA;Energieleistung;NA;performance énergétique;NA;rendimento energetico;NA
c97;energy poverty;NA;Energiearmut;NA;pauvreté énergétique;NA;povertà energetica;NA
c98;energy productivity;NA;Energieproduktivität;NA;productivité énergétique;NA;produttività energetica;NA
c99;energy research;NA;Energieforschung;NA;recherche sur l'énergie;NA;ricerca energetica;NA
c100;energy transition;NA;Energiewende;NA;transition énergétique;NA;transizione energetica;NA
c101;energy usage;NA;Energienutzung;NA;utilisation de l'énergie;NA;uso dell'energia;NA
c102;energy use;NA;Energieeinsatz;NA;utilisation de l'énergie;NA;uso dell'energia;NA
c103;fluorescent lamp recycling;NA;Recycling von Leuchtstoffröhren;NA;recyclage des lampes fluorescentes;NA;riciclaggio di lampade fluorescenti;NA
c104;formic acid fuel cell;NA;Ameisensäure-Brennstoffzelle;NA;pile à combustible à l'acide formique;NA;cella a combustibile ad acido formico;NA
c105;fossil fuel phase-out;NA;Ausstieg aus fossilen Brennstoffen;NA;élimination progressive des combustibles fossiles;NA;eliminazione graduale dei combustibili fossili;NA
c106;fuel consumption;NA;Kraftstoffverbrauch;NA;consommation de carburant;NA;consumo di carburante;NA
c107;fuel efficiency;NA;Kraftstoffeffizienz;NA;efficacité énergétique;NA;efficienza del carburante;NA
c108;fuel poverty;NA;Energiearmut;NA;pauvreté en carburant;NA;povertà di carburante;NA
c109;fusion power;NA;Fusionskraft;NA;énergie de fusion;NA;energia da fusione;NA
c110;geothermal desalination;NA;Geothermische Entsalzung;NA;dessalement géothermique;NA;desalinizzazione geotermica;NA
c111;geothermal energy;NA;Geothermische Energie;NA;énergie géothermique;NA;energia geotermica;NA
c112;geothermal heat pump;NA;geothermische Wärmepumpe;NA;pompe à chaleur géothermique;NA;pompa di calore geotermica;NA
c113;geothermal heating;NA;geothermische Heizung;NA;chauffage géothermique;NA;riscaldamento geotermico;NA
c114;geothermal power;NA;Geothermische Energie;NA;énergie géothermique;NA;energia geotermica;NA
c115;german climate action plan 2050;NA;deutscher klimaaktionsplan 2050;NA;plan d'action allemand pour le climat 2050;NA;piano d'azione tedesco per il clima 2050;NA
c116;green energy;NA;grüne energie;NA;énergie verte;NA;energia verde;NA
c117;green technologies;NA;Grüne Technologien;NA;technologies vertes;NA;tecnologie verdi;NA
c118;greenhouse debt;NA;Treibhausgasverschuldung;NA;dette à effet de serre;NA;debito serra;NA
c119;greenhouse gas;NA;Treibhausgas;NA;gaz à effet de serre;NA;gas serra;NA
c120;ground heat exchanger;NA;Erdwärmetauscher;NA;échangeur de chaleur souterrain;NA;scambiatore di calore a terra;NA
c121;hybrid power;NA;Hybridantrieb;NA;énergie hybride;NA;energia ibrida;NA
c122;hydrogen fuel;NA;Wasserstoff als Brennstoff;NA;hydrogène carburant;NA;idrogeno combustibile;NA
c123;hydrogen station;NA;Wasserstofftankstelle;NA;station hydrogène;NA;stazione di idrogeno;NA
c124;hydrogen technologies;NA;Wasserstofftechnologien;NA;technologies de l'hydrogène;NA;tecnologie a idrogeno;NA
c125;hydrogen vehicle;NA;Wasserstofffahrzeug;NA;véhicule à hydrogène;NA;veicolo a idrogeno;NA
c126;infrastructure upgrade;NA;Ausbau der Infrastruktur;NA;modernisation de l'infrastructure;NA;aggiornamento delle infrastrutture;NA
c127;less energy;NA;weniger Energie;NA;moins d'énergie;NA;meno energia;NA
c128;liquid nitrogen engine;NA;Flüssigstickstoffmotor;NA;moteur à azote liquide;NA;motore ad azoto liquido;NA
c129;lithium economy;NA;Lithium-Wirtschaft;NA;économie de lithium;NA;economia del litio;NA
c130;lithium–air battery;NA;Lithium-Luft-Batterie;NA;batterie lithium-air;NA;batteria litio-aria;NA
c131;low carbon communities;NA;kohlenstoffarme Gemeinden;NA;communautés à faible teneur en carbone;NA;comunità a basso contenuto di carbonio;NA
c132;low-carbon economy;NA;kohlenstoffarme Wirtschaft;NA;économie à faible émission de carbone;NA;economia a basso contenuto di carbonio;NA
c133;magnesium battery;NA;Magnesium-Batterie;NA;batterie au magnésium;NA;batteria al magnesio;NA
c134;meat tax;NA;Fleischsteuer;NA;taxe sur la viande;NA;tassa sulla carne;NA
c135;metal–air electrochemical cell;NA;Elektrochemische Metall-Luft-Zelle;NA;pile électrochimique métal-air;NA;cella elettrochimica metallo-aria;NA
c136;microbiofuel;NA;Mikro-Biokraftstoff;NA;microbiofuel;NA;microbiocarburante;NA
c137;natural gas storage;NA;Erdgasspeicherung;NA;stockage du gaz naturel;NA;stoccaggio del gas naturale;NA
c138;nuclear power;NA;Kernkraft;NA;Pouvoir nucléaire;NA;energia nucleare;NA
c139;nuclear safety and security;NA;Nukleare Sicherheit und Gefahrenabwehr;NA;sûreté et sécurité nucléaires;NA;sicurezza nucleare;NA
c140;osmotic power;NA;Osmosekraft;NA;énergie osmotique;NA;potenza osmotica;NA
c141;pellet fuel;NA;Pellet-Brennstoff;NA;combustible à pellets;NA;combustibile a pellet;NA
c142;pellet stove;NA;Pelletofen;NA;poêle à pellets;NA;stufa a pellet;NA
c143;phase-out of fossil fuel vehicles;NA;Ausstieg aus Fahrzeugen mit fossilen Brennstoffen;NA;élimination progressive des véhicules à combustible fossile;NA;eliminazione graduale dei veicoli a combustibile fossile;NA
c144;photobioreactor;NA;Photobioreaktor;NA;photobioréacteur;NA;fotobioreattore;NA
c145;photovoltaic;NA;Fotovoltaik;NA;photovoltaïque;NA;fotovoltaico;NA
c146;photovoltaic power station;NA;Fotovoltaik-Kraftwerk;NA;centrale photovolta photovolta photovolta photovoltaïque;NA;centrale fotovoltaica;NA
c147;photovoltaic system;NA;Fotovoltaikanlage;NA;système photovolta photovolta photovolta photovoltaïque;NA;impianto fotovoltaico;NA
c148;plastic recycling;NA;Kunststoff-Recycling;NA;recyclage du plastique;NA;riciclaggio della plastica;NA
c149;power consumption;NA;Stromverbrauch;NA;consommation d'énergie;NA;consumo di energia;NA
c150;public schemes for energy efficient refurbishment;NA;Öffentliche Programme für energieeffiziente Sanierungen;NA;programmes publics de rénovation à haut rendement énergétique;NA;schemi pubblici per ristrutturazioni ad alta efficienza energetica;NA
c151;renewable electricity;NA;erneuerbarer Strom;NA;électricité renouvelable;NA;elettricità rinnovabile;NA
c152;renewable energy;NA;Erneuerbare Energie;NA;énergie renouvelable;NA;energia rinnovabile;NA
c153;renewable fuels;NA;erneuerbare Brennstoffe;NA;carburants renouvelables;NA;combustibili rinnovabili;NA
c154;renewable generation;NA;erneuerbare Erzeugung;NA;production d'énergie renouvelable;NA;generazione rinnovabile;NA
c155;renewable natural gas;NA;erneuerbares Erdgas;NA;gaz naturel renouvelable;NA;gas naturale rinnovabile;NA
c156;renewable power;NA;erneuerbare Energie;NA;énergie renouvelable;NA;energia rinnovabile;NA
c157;renewable resources;NA;erneuerbare Ressourcen;NA;ressources renouvelables;NA;risorse rinnovabili;NA
c158;renewable sources;NA;erneuerbare Quellen;NA;sources renouvelables;NA;fonti rinnovabili;NA
c159;reversed electrodialysis;NA;Umgekehrte Elektrodialyse;NA;électrodialyse inversée;NA;elettrodialisi inversa;NA
c160;seaweed fuel;NA;Seetang-Kraftstoff;NA;carburant à base d'algues;NA;combustibile da alghe;NA
c161;smart grid;NA;intelligentes Netz;NA;réseau intelligent;NA;rete intelligente;NA
c162;solar air conditioning;NA;Solare Klimatisierung;NA;climatisation solaire;NA;aria condizionata solare;NA
c163;solar air heat;NA;Solare Luftwärme;NA;chauffage solaire de l'air;NA;calore dell'aria solare;NA
c164;solar bus;NA;Solarbus;NA;bus solaire;NA;autobus solare;NA
c165;solar car;NA;Solarauto;NA;voiture solaire;NA;auto solare;NA
c166;solar cell;NA;Solarzelle;NA;cellule solaire;NA;cella solare;NA
c167;solar charger;NA;Solarladegerät;NA;chargeur solaire;NA;caricabatterie solare;NA
c168;solar cooker;NA;Solarkocher;NA;cuisinière solaire;NA;fornello solare;NA
c169;solar energy;NA;Solarenergie;NA;énergie solaire;NA;energia solare;NA
c170;solar panel;NA;Solarmodul;NA;panneau solaire;NA;pannello solare;NA
c171;solar power;NA;Solarenergie;NA;énergie solaire;NA;energia solare;NA
c172;solar roadway;NA;Solarfahrbahn;NA;route solaire;NA;carreggiata solare;NA
c173;solar thermal collector;NA;Solarthermischer Kollektor;NA;capteur solaire thermique;NA;collettore solare termico;NA
c174;solar updraft tower;NA;Solaraufwindturm;NA;tour solaire ascendante;NA;torre di risalita solare;NA
c175;solar vehicle;NA;Solarfahrzeug;NA;véhicule solaire;NA;veicolo solare;NA
c176;solar water heating;NA;Solare Warmwasserbereitung;NA;chauffage solaire de l'eau;NA;riscaldamento solare dell'acqua;NA
c177;solar-powered refrigerator;NA;solarbetriebener Kühlschrank;NA;réfrigérateur à énergie solaire;NA;frigorifero a energia solare;NA
c178;sustainable aviation fuel;NA;Nachhaltiger Flugzeugtreibstoff;NA;carburant d'aviation durable;NA;carburante sostenibile per l'aviazione;NA
c179;sustainable electronic;NA;Nachhaltige Elektronik;NA;électronique durable;NA;elettronica sostenibile;NA
c180;sustainable energy;NA;Nachhaltige Energie;NA;énergie durable;NA;energia sostenibile;NA
c181;sustainable power;NA;Nachhaltiger Strom;NA;énergie durable;NA;energia sostenibile;NA
c182;sustainable transport;NA;Nachhaltiger Transport;NA;transport durable;NA;trasporto sostenibile;NA
c183;synthetic fuel;NA;synthetischer Kraftstoff;NA;carburant synthétique;NA;carburante sintetico;NA
c184;technology upgrade;NA;Technologie-Upgrade;NA;mise à niveau technologique;NA;aggiornamento tecnologico;NA
c185;thermal energy;NA;thermische Energie;NA;énergie thermique;NA;energia termica;NA
c186;thermoelectric generator;NA;thermoelektrischer Generator;NA;générateur thermoélectrique;NA;generatore termoelettrico;NA
c187;thermophotonics;NA;Thermophotonik;NA;thermophotonique;NA;termofotonica;NA
c188;thermophotovoltaic;NA;Thermophotovoltaik;NA;thermophotovoltaïque;NA;termofotovoltaico;NA
c189;tidal energy;NA;Gezeitenenergie;NA;énergie marémotrice;NA;energia di marea;NA
c190;tidal stream generator;NA;Gezeitenstrom-Generator;NA;générateur de courant de marée;NA;generatore di corrente di marea;NA
c191;tide mill;NA;Gezeitenmühle;NA;moulin à marée;NA;mulino di marea;NA
c192;vehicle-to-grid;NA;Fahrzeug-zu-Netz;NA;véhicule-réseau;NA;vehicle-to-grid;NA
c193;waste heat recovery unit;NA;Abwärme-Rückgewinnungsanlage;NA;unité de récupération de la chaleur perdue;NA;unità di recupero del calore residuo;NA
c194;water heat recycling;NA;Wasser-Wärme-Recycling;NA;recyclage de la chaleur de l'eau;NA;riciclaggio del calore dell'acqua;NA
c195;wave energy;NA;Wellenenergie;NA;énergie des vagues;NA;energia delle onde;NA
c196;wave power;NA;Wellenkraft;NA;énergie houlomotrice;NA;energia delle onde;NA
c197;wind energy;NA;Windenergie;NA;énergie éolienne;NA;energia eolica;NA
c198;wind farm;NA;Windpark;NA;parc éolien;NA;parco eolico;NA
c199;wind farms;NA;Windparks;NA;parcs éoliens;NA;parchi eolici;NA
c200;wind generation;NA;Winderzeugung;NA;production éolienne;NA;generazione eolica;NA
c201;wind power;NA;Windkraft;NA;énergie éolienne;NA;energia eolica;NA
c202;wind resource;NA;Windressource;NA;ressource éolienne;NA;risorsa eolica;NA
c203;windbelt;NA;Windgürtel;NA;ceinture éolienne;NA;windbelt;NA
c204;windpump;NA;Windpumpe;NA;pompe à vent;NA;pompa a vento;NA
c205;wood energy;NA;Holzenergie;NA;bois énergie;NA;energia del legno;NA
