c97;sex industry network;NA;Netzwerk der Sexindustrie;NA;réseau de l'industrie du sexe;NA;rete dell'industria del sesso;NA
c98;sex trafficking;NA;Sexhandel;NA;trafic sexuel;NA;traffico di sesso;NA
c99;sexism;NA;Sexismus;NA;sexisme;NA;sessismo;NA
c100;sexual abuse;NA;sexueller Missbrauch;NA;abus sexuel;NA;abuso sessuale;NA
c101;sexual aggression;NA;sexuelle Aggression;NA;agression sexuelle;NA;aggressione sessuale;NA
c102;sexual assault;NA;sexuelle Übergriffe;NA;agression sexuelle;NA;aggressione sessuale;NA
c103;sexual exploitation;NA;sexuelle Ausbeutung;NA;exploitation sexuelle;NA;sfruttamento sessuale;NA
c104;sexual harassment;NA;sexuelle Belästigung;NA;harcèlement sexuel;NA;molestie sessuali;NA
c105;sexual health;NA;sexuelle Gesundheit;NA;santé sexuelle;NA;salute sessuale;NA
c106;sexual misconduct;NA;sexuelles Fehlverhalten;NA;inconduite sexuelle;NA;cattiva condotta sessuale;NA
c107;sexual rights;NA;sexuelle Rechte;NA;droits sexuels;NA;diritti sessuali;NA
c108;sexual victimisation;NA;sexuelle Viktimisierung;NA;victimisation sexuelle;NA;vittimizzazione sessuale;NA
c109;sexual violence;NA;sexuelle Gewalt;NA;violence sexuelle;NA;violenza sessuale;NA
c110;sexuality education;NA;Sexualerziehung;NA;éducation sexuelle;NA;educazione alla sessualità;NA
c111;shared household responsibility;NA;Gemeinsame Verantwortung im Haushalt;NA;responsabilité partagée de la responsabilité du ménage;NA;responsabilità familiare condivisa;NA
c112;tampon tax;NA;Tampon-Steuer;NA;taxe sur les tampons;NA;tassa sui tamponi;NA
c113;tax on feminine hygiene products;NA;Steuer auf weibliche Hygieneprodukte;NA;taxe sur les produits d'hygiène féminine;NA;tassa sui prodotti per l'igiene femminile;NA
c114;third-party reproduction;NA;Reproduktion durch Dritte;NA;reproduction par un tiers;NA;riproduzione per conto terzi;NA
c115;toxic abortion;NA;Giftige Abtreibung;NA;avortement toxique;NA;aborto tossico;NA
c116;unpaid domestic work;NA;Unbezahlte Hausarbeit;NA;travail domestique non rémunéré;NA;lavoro domestico non retribuito;NA
c117;victim blaming;NA;Opferbeschuldigung;NA;blâmer la victime;NA;colpevolizzazione delle vittime;NA
c118;violence against girl;NA;Gewalt gegen Mädchen;NA;violence contre fille;NA;violenza contro le ragazze;NA
c119;violence against women;NA;Gewalt gegen Frauen;NA;violence contre les femmes;NA;violenza contro le donne;NA
c120;woman;NA;Frau;NA;femme;NA;donna;NA
c121;women empowerment;NA;Frauen Empowerment;NA;l'autonomisation des femmes;NA;empowerment delle donne;NA
c122;women health;NA;Gesundheit von Frauen;NA;santé des femmes;NA;salute delle donne;NA
c123;women in governments;NA;Frauen in Regierungen;NA;femmes dans les gouvernements;NA;donne nei governi;NA
c124;women in parliaments;NA;frauen in parlamenten;NA;femmes dans les parlements;NA;donne nei parlamenti;NA
c125;women in work;NA;Frauen in der Arbeitswelt;NA;femmes dans le travail;NA;donne nel lavoro;NA
c126;women's autonomy;NA;Autonomie der Frauen;NA;autonomie des femmes;NA;autonomia delle donne;NA
c127;women's empowerment;NA;Ermächtigung der Frauen;NA;femmes dans les gouvernements;NA;empowerment delle donne;NA
c128;women's involvement;NA;Beteiligung von Frauen;NA;participation des femmes;NA;coinvolgimento delle donne;NA
c129;women's leadership;NA;Führung von Frauen;NA;leadership des femmes;NA;leadership delle donne;NA
c130;women's participation;NA;Beteiligung von Frauen;NA;participation des femmes;NA;partecipazione delle donne;NA
c131;women's rights;NA;Rechte der Frauen;NA;droits des femmes;NA;diritti delle donne;NA
c132;women’s participation;NA;Beteiligung von Frauen;NA;participation des femmes;NA;partecipazione delle donne;NA
c133;wrongful abortion;NA;Unrechtmäßige Abtreibung;NA;avortement injustifié;NA;aborto illegittimo;NA
c134;wrongful birth;NA;unrechtmäßige Geburt;NA;naissance injustifiée;NA;nascita illegittima;NA
